,9971,5796,1792,9001,370,8236,3527,7627,890,7741,1800,6063,2986,7560,2018,5615,8626,3482,9134,974,8086,2072,5658,171,7024,4357,8995,4526,7739,2129,7973,545,8829,3367,5738,26,7940,3967,5450,5395,5892,1103,7541,4336,7850,2337,5921,3134,5545,3506,8084,3310,7965,5275,5439,668,6266,7017,114,8467,2814,7429,5246,9121,2980,6423,1192,8967,252,8243,3849,7030,744,8419,5129,7900,7108,6578,2638,9052,1415,7680,1169,6061,2470,7504,781,8767,4297,7016,2925,8317,3009,1354,3723,7731,1718
1800,-,-,-,-,-,-,-,-,-,-,0.0,-36(0.92),-,-,-,-,-,-42(0.93),-,-,-,-,-,-52(0.96),-,-,-,-,60(0.97),-,-,-,-,-42(0.93),-31(0.91),-,-,-,-60(1.17),60(0.9),-,-,-,-,-,-,-,-,60(0.92),-,-,-,-,-,-,-,-,-30(0.92),-,-,-38(0.91),-,-37(0.92),-,0(0.91),0(0.94),-,-,-,60(0.91),60(0.96),53(0.91),60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,49(0.91),60(0.92),-,-,-,-
6063,-60(0.94),-60(0.97),-,-,-,-,-46(0.92),-,-60(0.95),-60(0.94),-36(0.92),0.0,-,60(0.91),-,-,-,-,60(0.95),-,-,60(1.0),60(0.93),-9(0.9),-,60(0.99),-,-,60(1.08),60(0.97),-,-,-,-,-,60(0.99),-,-,-35(1.04),60(1.07),-,-,-,27(0.91),-,60(0.94),59(0.95),-,60(1.05),54(0.94),60(0.95),-,-,-,-,-,-,0(0.91),60(0.93),43(0.92),-,-,-,-,14(0.91),60(1.01),-,58(0.96),-,60(0.99),60(1.08),60(1.0),60(1.03),60(0.95),60(0.99),60(0.93),30(0.91),-,-,-,42(0.9),-,60(0.91),-,60(1.0),-,22(0.9),60(1.02),60(1.06),39(0.91),-,60(1.03),60(1.04),60(0.94),-,-,55(0.92)
2986,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.92),-,-,-,-,-,-,-,-,-,-31(1.02),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7560,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,0.0,-,-,-,-60(0.91),-,-,-,-,-,-60(0.93),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.91),-,-,-,-60(1.07),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.9),-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-43(1.03),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5615,-,-60(0.92),-,-,-,-,-43(0.9),-,-60(0.91),-60(0.92),-,-,-,-,-,0.0,-,-,60(0.94),-,-,60(0.95),60(0.92),-8(0.9),-,60(0.94),-,-,60(1.01),60(0.93),-,-,-,-,-,60(0.95),-,-,-27(1.05),60(0.97),-,-,-,-,-,60(0.92),55(0.93),-,60(1.0),54(0.93),60(0.93),-,-,-,-,-,-,0(0.91),60(0.91),-,-,-,-,-,-,60(0.93),-,-,-,60(0.96),60(1.02),60(0.97),60(0.98),60(0.93),60(0.93),-,-,-,-,-,-,-,-,-,60(0.97),-,-,60(0.98),60(0.97),-,-,60(0.99),60(0.99),-,-,-,-
8626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(1.02),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3482,-60(0.95),-60(0.98),-,-11(0.9),-31(0.9),-,-47(0.93),-25(0.9),-60(0.96),-60(0.95),-42(0.93),-,-,-60(0.91),-,-,-,0.0,60(0.96),-,-,60(1.02),60(0.94),-10(0.92),-,60(0.99),-,-,60(1.07),60(0.97),-,-,-,-,-,60(1.0),-,-,-27(1.11),60(1.07),-,-,-,26(0.92),43(0.9),60(0.95),60(0.96),-,60(1.06),60(0.95),60(0.95),19(0.91),40(0.9),-,-,-,-,0(0.92),60(0.94),44(0.93),-,-,-,-,12(0.93),60(1.03),-,60(0.97),-,60(0.99),60(1.08),60(1.01),60(1.04),60(0.96),60(1.01),60(0.94),31(0.92),-,-,-,45(0.91),-,60(0.92),-,60(1.01),-,24(0.91),60(1.03),60(1.06),44(0.92),-,60(1.04),60(1.04),60(0.94),-,-,56(0.93)
9134,-,-,-,60(0.91),60(0.91),-,-,-,-,-,-,60(0.95),-,-,-,60(0.94),-,60(0.96),0.0,-,-60(0.92),-,-,-60(0.98),-,-,-,-,-,-,-60(0.91),-,-,-60(0.95),-60(0.96),-,-60(0.94),-,-60(1.12),-,-60(0.94),-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.96),-,-,-60(0.95),-60(0.9),-60(0.96),-,-60(0.94),-,-56(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-49(0.91),-,-,-,-,-,-,-,-,-,-,-
974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,60(0.9),-,-,-,-,-,-,60(0.92),-,-,-,-,-,-,-,-,-,-16(1.01),-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),60(0.92),60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-
8086,-53(0.9),-60(0.92),-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-60(0.92),-,0.0,51(0.94),-,-29(0.91),-,60(0.96),-,-,60(1.05),60(0.96),-,-,-,-,-,60(0.95),-,-,-60(1.13),60(1.03),-,-,-,-,-,-,53(0.9),-,60(1.0),55(0.9),60(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.95),-,45(0.9),-,60(0.96),60(1.04),60(0.96),60(0.99),60(0.92),58(0.94),60(0.9),-,-,-,-,-,-,-,-,60(0.97),-,-,60(0.98),60(1.02),-,-,60(0.98),60(1.01),60(0.91),-,-,-
2072,-,-,-,59(0.94),53(0.9),-,-,-,-,-,-,60(1.0),-,-,-,60(0.95),-,60(1.02),-,60(0.9),51(0.94),0.0,-,-60(1.03),-,-,-,-60(0.91),-,-,-60(0.91),-60(0.91),-,-60(0.98),-60(0.98),-,-60(0.95),-,-60(1.08),-,-60(0.97),-60(0.92),-,-41(0.93),-,-,-,-,-,-,-,-45(0.9),-,-,-,-60(0.91),-,-60(1.01),-,-,-60(0.98),-60(0.91),-60(0.98),-,-51(0.98),-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-56(0.93),-,-,-,-,-,-,-,-,-,-,-
5658,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,60(0.92),-,60(0.94),-,-,-,-,0.0,-60(0.96),-,-,-,-,-,-,-,-,-,-60(0.93),-60(0.93),-,-60(0.92),-,-60(1.14),-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-,-,-60(0.93),-,-60(0.93),-,-53(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,-60(0.97),-60(1.0),-36(0.92),-21(0.92),-42(0.93),-,-58(0.96),-30(0.92),-60(0.97),-60(0.97),-52(0.96),-9(0.9),-,-60(0.93),-,-8(0.9),-,-10(0.92),-60(0.98),-,-29(0.91),-60(1.03),-60(0.96),0.0,60(0.91),60(1.01),-,-,60(1.07),60(0.96),-,-,-,-,17(0.9),60(1.02),-,26(0.91),-17(1.08),60(1.08),16(0.91),-,60(0.92),36(0.94),53(0.93),60(0.98),60(0.99),-,60(1.08),55(0.98),60(0.96),30(0.93),52(0.92),28(0.91),-,-,34(0.9),12(0.92),60(0.95),54(0.96),-,27(0.9),-,-,23(0.95),60(1.06),-,60(1.0),43(0.91),60(1.0),60(1.08),60(1.03),60(1.05),60(0.98),60(1.03),60(0.95),38(0.94),-,-,60(0.91),54(0.94),37(0.91),60(0.94),-,60(1.03),27(0.9),32(0.93),60(1.05),60(1.07),53(0.95),-,60(1.06),60(1.05),60(0.96),30(0.91),-,60(0.96)
7024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(1.03),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4357,-,-,-,60(0.95),60(0.93),-,-,-,-,-,-,60(0.99),-,-,-,60(0.94),-,60(0.99),-,-,60(0.96),-,-,60(1.01),-,0.0,-,-60(0.9),-,-,-60(0.91),-,-,-60(0.99),-60(0.99),-,-60(0.98),-,-60(1.1),-,-60(0.98),-,-,-60(0.98),-,-,-,-,-,-,-,-60(0.94),-,-,-,-,-,-60(0.99),-,-,-60(0.99),-60(0.91),-60(0.99),-,-60(0.98),-,-60(0.9),-60(0.94),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-
8995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-57(1.02),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-60(0.9),-,0.0,60(0.96),-,-,-,-,-,-,-,-,-,-52(1.02),60(0.94),-,-,-,-,-,-,-,-,60(0.94),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.92),-,-,-,60(0.91),60(0.95),60(0.93),60(0.93),-,55(0.9),-,-,-,-,-,-,-,-,-,60(0.92),-,-,60(0.92),60(0.94),-,-,60(0.93),60(0.93),-,-,-,-
7739,60(0.96),58(0.9),60(0.91),60(1.02),60(1.02),60(0.91),-,-,-,-,60(0.97),60(1.08),60(0.92),-,-,60(1.01),-,60(1.07),-,60(0.92),60(1.05),-,-,60(1.07),-,-,-,60(0.96),0.0,-,-60(0.97),-60(0.94),-60(0.95),-60(1.06),-60(1.09),-,-60(1.06),-60(0.91),-60(1.1),-,-60(1.07),-60(0.94),-60(0.91),-60(1.09),-60(0.96),-,-,-60(0.91),-,-,-,-60(1.01),-,-60(0.95),-,-60(0.95),-60(0.91),-60(1.09),-,-60(0.9),-60(1.08),-60(0.98),-60(1.07),-60(0.95),-60(1.08),-60(0.97),-60(0.97),-60(1.03),-60(0.94),-,-,-,-,-,-,-,-60(0.93),-60(0.91),-,-45(0.9),-60(0.96),-60(0.95),-60(0.92),-,-,-60(1.0),-,-,-,-60(0.91),-60(0.92),-,-,-,-60(0.92),-60(0.94),-60(0.92)
2129,-,-,-,60(0.94),60(0.94),-,-,-,-,-,-,60(0.97),-,-,-,60(0.93),-,60(0.97),-,-,60(0.96),-,-,60(0.96),-,-,-,-,-,0.0,-,-,-,-60(0.96),-60(0.98),-,-60(0.96),-,-36(1.09),-,-60(0.97),-,-,-60(0.98),-,-,-,-,-,-,-,-60(0.94),-,-,-,-,-,-60(0.97),-,-,-60(0.97),-60(0.91),-60(0.95),-,-60(0.97),-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-
7973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.91),-,-,-,-60(0.91),-,-,-60(0.97),-,0.0,-,-,-,-,60(0.91),-,-,-16(1.03),60(0.92),-,-,-,-,-,60(0.9),57(0.91),-,60(0.97),54(0.91),60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),60(0.98),60(0.94),60(0.94),60(0.91),60(0.9),-,-,-,-,-,-,-,-,-,60(0.94),-,-,60(0.94),60(0.93),-,-,60(0.96),60(0.95),-,-,-,-
545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-60(0.94),-,-,0.0,-,-,-,-,-,-,-26(1.02),60(0.91),-,-,-,-,-,-,-,-,60(0.93),41(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49(0.9),-,-,-,60(0.9),60(0.94),59(0.94),60(0.92),-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,60(0.9),60(0.91),-,-,60(0.92),60(0.91),-,-,-,-
8829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.95),-,-,-,0.0,-,-,-,-,-,-47(1.01),-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),60(0.94),60(0.93),60(0.92),-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,60(0.9),-,-,60(0.92),60(0.91),-,-,-,-
3367,-60(0.94),-60(0.97),-,-,-,-,-48(0.92),-,-60(0.95),-60(0.94),-42(0.93),-,-,-60(0.91),-,-,-,-,-60(0.95),-,-,-60(0.98),-60(0.93),-,-,-60(0.99),-,-,-60(1.06),-60(0.96),-,-,-,0.0,-,60(0.99),-,-,-37(1.01),60(1.06),-,-,-,37(0.91),-,60(0.94),60(0.95),-,60(1.04),55(0.95),60(0.95),-,-,-,-,-,-,-,60(0.93),49(0.92),-,-,-,-,-,60(1.0),-,60(0.94),-,60(0.98),60(1.06),60(1.0),60(1.02),60(0.95),60(0.99),60(0.94),38(0.91),-,-,-,46(0.9),-,60(0.92),-,60(1.0),-,29(0.9),60(1.02),60(1.05),48(0.92),-,60(1.03),60(1.02),60(0.94),-,-,60(0.92)
5738,-60(0.93),-60(0.96),-,-,-,-,-42(0.91),-,-60(0.95),-60(0.93),-31(0.91),-,-,-60(0.91),-,-,-,-,-60(0.96),-,-,-60(0.98),-60(0.93),17(0.9),-,-60(0.99),-,-,-60(1.09),-60(0.98),-,-,-,-,0.0,60(0.99),-,-,-49(1.07),60(1.06),-,-,-,-,-,60(0.93),58(0.94),-,60(1.05),60(0.94),60(0.95),-,-,-,-,-,-,0(0.9),60(0.93),39(0.91),-,-,-,-,0(0.9),60(0.99),-,53(0.93),-,60(1.0),60(1.09),60(1.0),60(1.03),60(0.96),60(0.98),60(0.93),-,-,-,-,-,-,60(0.91),-,60(1.01),-,-,60(1.02),60(1.05),39(0.9),-,60(1.03),60(1.05),60(0.94),-,-,52(0.91)
26,-,-,-,60(0.94),60(0.92),-,-,-,-,-,-,60(0.99),-,-,-,60(0.95),-,60(1.0),-,-,60(0.95),-,-,60(1.02),-,-,-,-,-,-,60(0.91),-,-,60(0.99),60(0.99),0.0,-60(0.96),-,-60(1.11),-,-60(0.97),-,-,-60(0.94),-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-60(0.99),-,-,-60(0.99),-60(0.9),-60(0.99),-,-60(0.97),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-
7940,-48(0.91),-60(0.94),-,-,-,-,-46(0.9),-,-60(0.93),-60(0.92),-,-,-,-,-,-,-,-,-60(0.94),-,-,-60(0.95),-60(0.92),-,-,-60(0.98),-,-,-60(1.06),-60(0.96),-,-,-,-,-,-60(0.96),0.0,-,-60(1.0),60(1.03),-,-,-,-,-,60(0.92),60(0.93),-,60(1.02),55(0.93),60(0.94),-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,60(0.96),-,52(0.91),-,60(0.98),60(1.06),60(0.98),60(1.01),60(0.94),60(0.96),60(0.92),-,-,-,-,-,-,60(0.9),-,60(0.99),-,-,60(0.99),60(1.02),-,-,60(1.0),60(1.01),60(0.92),-,-,-
3967,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26(0.91),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,0.0,-44(1.08),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5450,-60(1.1),-60(1.12),-48(1.13),-39(1.09),-60(1.12),-60(1.04),-60(1.17),-58(1.1),-60(1.06),-60(1.1),-60(1.17),-35(1.04),-31(1.02),-60(1.07),-43(1.03),-27(1.05),-60(1.02),-27(1.11),-60(1.12),-16(1.01),-60(1.13),-60(1.08),-60(1.14),-17(1.08),-60(1.03),-60(1.1),-57(1.02),-52(1.02),-60(1.1),-36(1.09),-16(1.03),-26(1.02),-47(1.01),-37(1.01),-49(1.07),-60(1.11),-60(1.0),-44(1.08),0.0,60(1.09),60(1.08),32(1.04),60(1.07),44(1.18),60(1.1),60(1.15),60(1.17),56(1.1),60(1.22),60(1.22),60(1.06),40(1.14),60(1.11),32(1.06),56(1.0),16(1.0),55(1.07),33(1.1),60(1.1),60(1.16),30(1.04),57(1.06),17(1.03),35(1.02),34(1.23),60(1.15),56(1.06),60(1.09),52(1.07),60(1.1),60(1.12),60(1.16),60(1.17),60(1.09),60(1.16),60(1.05),58(1.18),36(1.06),60(1.04),57(0.98),59(1.12),55(1.09),60(1.08),60(1.02),60(1.16),52(1.1),55(1.16),60(1.14),60(1.12),60(1.14),40(1.03),60(1.18),60(1.08),60(1.04),47(1.07),60(1.06),60(1.07)
5395,-,-,-,60(1.01),60(0.97),-,-,-,-,-,60(0.9),60(1.07),-,-,-,60(0.97),-,60(1.07),-,-,60(1.03),-,-,60(1.08),-,-,-,60(0.94),-,-,60(0.92),60(0.91),-,60(1.06),60(1.06),-,60(1.03),-,60(1.09),0.0,-60(1.05),-60(0.92),-,-60(1.05),-60(0.9),-,-,-60(0.91),-,-,-,-60(0.99),-,-60(0.91),-,-60(0.91),-,-60(1.06),-,-,-60(1.07),-60(0.94),-60(1.06),-60(0.91),-60(1.06),-,-60(0.92),-60(0.97),-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-,-,-,-,-60(0.97),-,-,-,-,-,-,-,-,-,-60(0.94),-
5892,-60(0.92),-60(0.94),-,-,-,-,-,-,-60(0.94),-58(0.91),-,-,-,-,-,-,-,-,-60(0.94),-,-,-60(0.97),-60(0.91),16(0.91),-,-60(0.98),-,-,-60(1.07),-60(0.97),-,-,-,-,-,-60(0.97),-,-,60(1.08),-60(1.05),0.0,-,-,-,-,53(0.91),53(0.92),-,60(1.03),40(0.92),60(0.94),-,-,-,-,-,-,0(0.9),60(0.91),-,-,-,-,-,0(0.9),60(0.98),-,47(0.93),-,60(0.98),60(1.07),60(0.98),60(1.01),60(0.94),60(0.97),60(0.92),-,-,-,-,-,-,-,-,60(0.99),-,-,60(1.0),60(1.04),-,-,60(1.0),60(1.03),60(0.93),-,-,-
1103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-60(0.94),-,-,-,-,-,-,-,-,-,32(1.04),-60(0.92),-,0.0,-,-,-,-,-,-,60(0.93),37(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,60(0.9),60(0.94),59(0.94),60(0.93),-,55(0.9),-,-,-,-,-,-,-,-,-,60(0.91),-,-,60(0.91),60(0.92),-,-,60(0.92),60(0.92),-,-,-,-
7541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.92),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,60(1.07),-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4336,-,-60(0.91),-,-,-,-,-,-,-53(0.91),-,-,27(0.91),-,-,-,-,-,26(0.92),-60(0.91),-,-,-41(0.93),-,36(0.94),-,-60(0.98),-,-,-60(1.09),-60(0.98),-,-,-,37(0.91),-,-60(0.94),-,-,44(1.18),-60(1.05),-,-,-,0.0,-,-,-,-,60(1.0),-,60(0.93),-,-,-,-,-,-,-24(0.91),-,-,-,-,-32(0.9),-,-10(0.91),55(0.94),-,32(0.9),-,60(0.97),60(1.07),60(0.95),60(0.99),60(0.91),45(0.92),60(0.91),-,-,-,-,-,-,-,-,60(0.96),-,-,60(0.97),60(1.04),-,-,60(0.96),60(1.01),60(0.91),-,-,-
