,890,3482,1800,6061,2018,3134,974,5545,3506,2072,4336,2129,6423,1103,7024,2337,3367,2470,5658,1169,5395,668,5892,252,5921,2638,5615,7504,1192,4526,744,7030,1354,5738,2814,5129,1415,5246,781,7017,370,3310,26,7429,171,1718,5439,2925,2980,1792,3527,114,5796,7973,5275,7627,7016,8995,3009,8967,2986,8626,6063,7940,6266,8086,3967,8419,6578,7850,5450,9121,4357,9001,4297,7739,7965,3849,9134,7108,8767,8829,7900,8467,9971,8236,7541,8243,7680,7731,9052,7560,7741,8317,8084,545,3723
5615,0(1.3),0(0.96),0(1.1),0(0.97),0(1.09),0(1.27),-,0(1.45),0(1.2),0(1.16),0(1.03),0(1.24),0(1.14),0(1.32),-,0(0.99),0(1.18),0(1.34),0(1.24),0(0.97),0(1.08),0(1.3),0(1.24),0(1.29),0(1.02),0(1.34),0.0,0(1.28),0(1.18),0(0.97),0(1.13),0(1.29),0(1.09),0(1.25),1(1.05),0(1.29),0(0.95),0(1.33),0(0.96),0(1.02),0(1.01),0(1.13),-,0(1.18),0(1.18),0(1.18),0(1.28),0(1.09),0(1.76),0(1.32),0(1.3),0(0.92),0(1.37),0(0.95),0(1.21),0(1.42),0(0.94),0(0.98),-,0(1.55),0(1.26),0(1.13),0(1.22),0(1.34),0(1.0),0(1.18),0(1.14),0(1.13),0(1.19),0(1.3),0(1.19),0(1.26),0(1.32),0(0.93),0(1.39),0(1.02),0(1.16),0(0.96),0(0.93),0(1.36),0(1.05),0(0.97),0(1.2),-1(1.13),0(1.19),0(1.21),0(1.04),0(1.0),0(1.26),0(1.23),0(1.21),0(1.23),0(1.23),0(1.04),0(1.13),0(1.34),-
7504,0(1.13),0(0.91),0(0.98),0(0.91),0(1.0),0(1.11),-,0(1.19),0(1.07),0(1.05),0(0.95),0(1.1),0(1.02),0(1.14),-,0(0.93),0(1.06),0(1.15),0(1.1),0(0.91),0(0.98),0(1.12),0(1.1),0(1.12),0(0.95),0(1.16),0(1.28),0.0,0(1.06),0(0.92),0(1.01),0(1.13),0(1.0),0(1.01),1(0.98),0(1.13),0(0.92),0(1.14),0(0.91),0(0.91),0(0.94),0(1.03),-,0(1.05),0(1.05),0(1.06),0(1.12),0(0.98),0(1.44),0(1.14),0(1.03),-,0(1.18),0(0.91),0(1.07),0(1.21),-,0(0.92),-,0(1.29),0(1.1),0(1.02),0(1.08),0(1.16),0(0.94),0(1.06),0(1.03),0(1.01),0(1.06),0(1.13),0(1.06),0(1.11),0(1.14),-,0(1.19),0(0.94),0(1.05),0(0.91),-,0(1.17),0(0.96),0(0.92),0(1.07),0(0.99),0(1.06),0(1.07),0(0.96),0(0.94),0(1.1),0(1.09),0(1.08),0(1.07),0(1.08),0(0.96),0(1.02),0(1.16),-
1192,0(1.07),-,0(0.96),-,0(0.97),0(1.05),-,0(1.12),0(1.02),0(1.0),0(0.93),0(1.04),-6(0.99),0(1.08),-,0(0.91),0(1.01),0(1.08),0(1.04),0(0.9),0(0.95),0(1.06),0(1.04),0(1.06),0(0.93),0(1.09),0(1.18),0(1.06),0.0,0(0.91),0(0.98),0(1.07),0(0.97),0(0.99),1(0.95),0(1.06),0(0.9),0(1.08),-,0(0.9),0(0.92),0(0.99),-,0(1.0),0(1.01),0(1.01),0(1.06),0(0.95),0(1.31),0(1.08),0(1.0),-,0(1.11),-,0(1.02),0(1.13),-,0(0.91),-,0(1.19),0(1.05),0(0.98),0(1.03),0(1.09),0(0.92),0(1.01),0(0.99),0(0.98),0(1.01),0(1.07),0(1.01),0(1.05),0(1.08),-,0(1.12),0(0.92),0(1.0),-,-,0(1.09),0(0.94),0(0.9),0(1.02),0(0.96),0(1.02),0(1.02),0(0.93),0(0.92),0(1.05),0(1.03),0(1.03),0(1.02),0(1.03),0(0.93),0(0.98),0(1.09),-
4526,0(0.92),-,1(0.95),-,-,0(0.92),-,0(1.0),0(0.91),-,-,0(0.91),0(0.92),0(0.93),-,-,0(0.9),0(0.94),0(0.91),-,0(0.9),0(0.93),0(0.92),0(0.93),-,0(0.93),0(0.97),0(0.92),0(0.91),0.0,-3(0.93),0(0.92),-,0(1.01),-,0(0.92),-,0(0.94),-,0(0.92),-,-,-,0(0.91),0(0.9),0(0.9),0(0.92),0(0.91),0(1.01),0(0.93),0(1.03),-,0(0.94),-,0(0.91),0(0.95),-,-,-,0(0.98),0(0.92),-,0(0.91),0(0.93),-,0(0.9),-,0(0.92),0(0.9),0(0.93),-60(0.94),0(0.92),0(0.93),-,0(0.94),-,0(0.9),-,-,0(0.94),-,-,0(0.91),-1(0.96),0(0.91),0(0.91),-,-,0(0.92),0(0.92),0(0.91),0(0.94),0(0.91),-,-,0(0.92),-
744,0(1.02),-3(0.95),-2(1.29),-3(0.94),0(0.94),0(1.03),-3(0.9),-3(1.25),8(0.99),8(0.97),-3(0.97),0(1.0),1(1.24),0(1.05),-,-3(0.96),0(0.98),0(1.06),8(0.99),-3(0.96),-3(0.99),0(1.05),8(1.01),0(1.03),0(0.94),0(1.04),0(1.13),0(1.01),0(0.98),-3(0.93),0.0,-8(1.02),0(0.95),3(1.49),1(0.95),0(1.02),-,0(1.06),0(0.92),3(1.09),3(0.98),-8(0.96),-,0(1.02),0(0.98),-8(0.98),0(1.03),3(1.01),0(1.17),0(1.04),3(1.56),3(0.91),-8(1.05),3(0.93),0(0.99),0(1.07),0(0.92),0(0.94),-,0(1.14),0(1.01),0(0.98),-8(0.99),0(1.04),0(0.95),-8(0.98),0(0.96),0(1.03),0(0.99),0(1.04),-8(0.98),0(1.01),0(1.04),3(0.91),0(1.05),3(0.95),-8(0.98),3(0.93),3(0.91),0(1.05),3(0.98),0(0.93),-8(0.98),2(1.38),0(0.98),0(0.99),0(0.96),0(0.95),0(1.02),0(1.01),-8(0.99),3(1.06),0(1.0),3(0.97),0(0.97),-8(1.03),-
7030,0(1.14),0(0.91),0(0.98),0(0.91),0(1.01),0(1.12),-,0(1.2),0(1.07),0(1.05),0(0.95),0(1.1),-6(1.03),0(1.15),-,0(0.93),0(1.07),0(1.16),0(1.11),0(0.92),0(0.99),0(1.13),0(1.11),0(1.13),0(0.95),0(1.18),0(1.29),0(1.13),0(1.07),0(0.92),-8(1.02),0.0,0(1.01),0(1.01),1(0.98),0(1.14),0(0.92),0(1.15),0(0.91),0(0.91),0(0.94),0(1.04),-,0(1.06),0(1.06),0(1.07),0(1.13),0(0.99),0(1.46),0(1.15),0(1.03),-,0(1.19),0(0.91),0(1.08),0(1.22),-,0(0.92),-,0(1.3),0(1.11),0(1.03),0(1.09),0(1.17),0(0.94),0(1.07),0(1.04),0(1.02),0(1.07),0(1.14),0(1.07),0(1.12),0(1.15),-,0(1.21),0(0.95),0(1.06),0(0.91),-,0(1.18),0(0.96),0(0.92),0(1.08),0(0.99),0(1.07),0(1.08),0(0.96),0(0.94),0(1.11),0(1.09),0(1.09),0(1.08),0(1.09),0(0.96),0(1.03),0(1.17),-
1354,0(1.01),-,0(0.93),-,0(0.94),0(1.0),-,0(1.04),0(0.97),0(0.96),0(0.91),0(0.99),-6(0.96),0(1.02),-,-,0(0.97),0(1.02),0(0.99),-,0(0.92),0(1.0),0(0.99),0(1.01),0(0.91),0(1.03),0(1.09),0(1.0),0(0.97),-,0(0.95),0(1.01),0.0,0(0.93),1(0.92),0(1.01),-,0(1.02),-,-,-,0(0.95),-,0(0.96),0(0.97),0(0.97),0(1.0),0(0.92),0(1.19),0(1.02),0(0.94),-,0(1.04),-,0(0.98),0(1.06),-,-,-,0(1.1),0(0.99),0(0.95),0(0.98),0(1.02),-,0(0.97),0(0.95),0(0.94),0(0.97),0(1.01),0(0.96),0(1.0),0(1.02),-,0(1.05),0(0.9),0(0.96),-,-,0(1.03),0(0.91),-,0(0.97),0(0.93),0(0.97),0(0.98),0(0.91),-,0(1.0),0(0.98),0(0.98),0(0.97),0(0.98),0(0.91),0(0.95),0(1.03),-
5738,0(1.03),0(1.05),2(1.58),0(1.02),0(0.92),0(1.06),0(0.95),0(1.68),0(0.99),11(0.92),0(1.09),0(1.02),4(1.36),0(1.11),0(0.92),0(1.07),0(0.97),0(1.15),0(0.94),0(1.05),0(1.13),0(1.17),0(1.0),0(1.08),0(1.0),0(0.99),0(1.25),0(1.01),0(0.99),0(1.01),3(1.49),0(1.01),0(0.93),0.0,0(0.98),0(1.03),-1(0.9),0(1.17),0(0.98),0(1.5),0(1.11),0(0.94),-,0(1.05),0(1.0),0(0.95),0(1.09),0(1.19),0(1.22),0(1.08),0(2.41),0(0.95),0(1.04),0(1.0),0(1.01),0(1.11),0(0.96),0(1.01),-,0(1.25),0(1.04),0(0.97),0(0.99),0(1.09),0(1.02),-11(0.95),0(0.97),0(1.19),0(0.99),0(1.08),-57(0.96),0(1.02),0(1.12),0(0.98),0(1.02),0(1.06),0(0.97),0(1.0),0(0.98),0(1.1),0(1.11),0(1.0),0(0.97),-1(1.76),0(1.0),0(1.0),0(1.07),0(1.03),0(1.02),0(1.06),0(0.99),0(1.3),0(1.01),0(1.1),0(1.0),0(0.97),-
2814,1(0.98),-,1(0.95),-,1(0.92),1(0.97),-,1(1.02),1(0.95),1(0.94),1(0.9),1(0.97),-5(0.96),1(0.99),-,-,1(0.95),1(0.99),1(0.96),-,1(0.92),1(0.98),1(0.97),1(0.98),1(0.9),1(1.0),1(1.05),1(0.98),1(0.95),-,1(0.95),1(0.98),1(0.92),0(0.98),0.0,-1(0.98),-,-1(0.99),-,0(0.91),-,-1(0.94),-,-1(0.94),-1(0.95),-1(0.95),-1(0.98),-1(0.92),-1(1.13),-1(0.99),0(1.0),-,-1(1.01),-,-1(0.96),-1(1.02),-,-,-,-1(1.06),-1(0.97),-1(0.93),-1(0.96),-1(0.99),-,-1(0.95),-1(0.94),-1(0.93),-1(0.95),-1(0.98),-1(0.94),-1(0.97),-1(0.99),-,-1(1.01),-,-1(0.95),-,-,-1(1.0),-1(0.91),-,-1(0.95),-1(0.97),-1(0.95),-1(0.96),-1(0.91),-,-1(0.97),-1(0.96),-1(0.96),-1(0.96),-1(0.96),-1(0.91),-1(0.93),-1(1.0),-
5129,0(1.14),0(0.91),0(0.99),0(0.92),0(1.0),0(1.12),-,0(1.21),0(1.07),0(1.05),0(0.96),0(1.1),0(1.03),0(1.15),-,0(0.93),0(1.06),0(1.16),0(1.1),0(0.92),0(0.99),0(1.13),0(1.11),0(1.13),0(0.95),0(1.17),0(1.29),0(1.13),0(1.06),0(0.92),0(1.02),0(1.14),0(1.01),0(1.03),-1(0.98),0.0,0(0.92),0(1.15),0(0.92),0(0.92),0(0.94),0(1.03),-,0(1.05),0(1.06),0(1.07),0(1.12),0(0.99),0(1.46),0(1.15),0(1.05),-,0(1.19),0(0.91),0(1.08),0(1.22),0(0.9),0(0.93),-,0(1.3),0(1.11),0(1.03),0(1.09),0(1.17),0(0.94),0(1.06),0(1.04),0(1.02),0(1.07),0(1.14),0(1.07),0(1.12),0(1.15),-,0(1.2),0(0.95),0(1.05),0(0.91),-,0(1.18),0(0.97),0(0.92),0(1.07),0(1.0),0(1.07),0(1.08),0(0.96),0(0.94),0(1.11),0(1.09),0(1.08),0(1.08),0(1.09),0(0.96),0(1.03),0(1.17),-
1415,0(0.92),-,-,-,-,0(0.91),-,-1(0.92),0(0.9),0(0.9),-,0(0.91),-6(0.91),0(0.92),-,-,0(0.9),0(0.92),0(0.92),-,-,0(0.91),0(0.91),0(0.91),-,0(0.94),0(0.95),0(0.92),0(0.9),-,-,0(0.92),-,-1(0.9),-,0(0.92),0.0,0(0.91),-,-,-,-,-,-,-,0(0.9),0(0.91),-,0(1.0),0(0.92),1(0.91),-,0(0.93),-,0(0.9),0(0.94),-,-,-,0(0.95),0(0.91),-,0(0.91),0(0.92),-,0(0.9),-,-,0(0.9),0(0.92),-60(0.95),0(0.91),0(0.92),-,0(0.94),-,-,-,-,0(0.92),-,-,0(0.9),-,0(0.9),0(0.9),-,-,0(0.91),0(0.9),0(0.91),-,0(0.91),-,-,0(0.93),-
5246,0(1.16),0(0.93),0(1.05),0(0.93),0(1.01),0(1.14),-,0(1.29),0(1.09),0(1.06),0(0.98),0(1.12),0(1.06),0(1.18),-,0(0.95),0(1.08),0(1.19),0(1.11),0(0.94),0(1.02),0(1.16),0(1.12),0(1.15),0(0.97),0(1.19),0(1.33),0(1.14),0(1.08),0(0.94),0(1.06),0(1.15),0(1.02),0(1.17),-1(0.99),0(1.15),0(0.91),0.0,0(0.93),0(0.99),0(0.97),0(1.04),-,0(1.08),0(1.08),0(1.08),0(1.15),0(1.02),0(1.49),0(1.17),0(1.21),0(0.9),0(1.21),0(0.92),0(1.1),0(1.25),0(0.91),0(0.94),-,0(1.34),0(1.13),0(1.04),0(1.1),0(1.19),0(0.96),0(1.07),0(1.05),0(1.05),0(1.08),0(1.17),0(1.07),0(1.13),0(1.18),0(0.91),0(1.22),0(0.97),0(1.07),0(0.93),0(0.9),0(1.2),0(0.99),0(0.93),0(1.09),-1(1.07),0(1.09),0(1.1),0(0.98),0(0.96),0(1.13),0(1.12),0(1.1),0(1.13),0(1.11),0(0.99),0(1.04),0(1.18),-
781,0(0.92),-,1(0.93),-,-,0(0.91),-,0(0.98),0(0.9),-,-,0(0.91),0(0.91),0(0.92),-,-,-,0(0.93),-,-,-,0(0.92),0(0.91),0(0.92),-,0(0.92),0(0.96),0(0.91),-,-,0(0.92),0(0.91),-,0(0.98),-,0(0.92),-,0(0.93),0.0,0(0.91),-,-,-,-,-,-,0(0.92),0(0.9),0(0.99),0(0.92),0(1.0),-,0(0.93),-,0(0.9),0(0.94),-,-,-,0(0.96),0(0.91),-,0(0.9),0(0.93),-,-,-,0(0.91),-,0(0.92),-60(0.93),0(0.91),0(0.92),-,0(0.93),-,-,-,-,0(0.93),-,-,0(0.9),-1(0.95),0(0.9),0(0.9),-,-,0(0.91),0(0.91),0(0.9),0(0.93),0(0.91),-,-,0(0.92),-
7017,0(0.91),0(0.95),2(1.16),0(0.94),-,0(0.94),-,0(1.25),0(0.9),-,0(0.96),0(0.91),4(1.04),0(0.96),-,0(0.96),-,0(0.97),15(0.9),0(0.95),0(0.99),0(0.99),0(0.91),0(0.94),0(0.92),15(0.9),0(1.02),0(0.91),0(0.9),0(0.92),3(1.09),0(0.91),-,0(1.5),0(0.91),0(0.92),-,0(0.99),0(0.91),0.0,0(0.98),-,-,0(0.94),0(0.91),-,0(0.94),0(1.02),0(0.99),0(0.94),0(1.6),-,0(0.92),0(0.92),0(0.91),0(0.95),0(0.91),0(0.93),-,0(1.02),0(0.92),0(0.9),0(0.9),0(0.94),0(0.93),-,-,0(1.01),0(0.9),0(0.94),-60(0.97),0(0.91),0(0.96),-,0(0.92),0(0.95),-,0(0.92),0(0.91),0(0.94),0(0.97),0(0.92),-,-1(1.23),0(0.91),0(0.91),0(0.95),0(0.93),0(0.92),0(0.94),0(0.9),0(1.07),0(0.91),0(0.97),0(0.91),-,-
370,0(0.94),-,2(1.0),-,-,0(0.94),-,0(1.07),0(0.92),0(0.9),0(0.91),0(0.93),0(0.95),0(0.96),-,0(0.91),0(0.92),0(0.97),0(0.92),0(0.9),0(0.93),0(0.96),0(0.93),0(0.95),-,0(0.94),0(1.01),0(0.94),0(0.92),-,3(0.98),0(0.94),-,0(1.11),-,0(0.94),-,0(0.97),-,0(0.98),0.0,0(0.9),-,0(0.93),0(0.92),0(0.92),0(0.95),0(0.94),0(1.05),0(0.95),0(1.15),-,0(0.95),-,0(0.93),0(0.97),-,-,-,0(1.02),0(0.94),0(0.91),0(0.92),0(0.96),0(0.9),0(0.91),0(0.91),0(0.95),0(0.92),0(0.95),-60(0.94),0(0.94),0(0.96),-,0(0.96),0(0.91),0(0.91),-,-,0(0.96),0(0.92),-,0(0.92),-1(1.03),0(0.92),0(0.92),0(0.91),-,0(0.94),0(0.94),0(0.92),0(0.98),0(0.93),0(0.92),0(0.91),0(0.94),-
3310,0(1.04),-,0(0.94),-,0(0.95),0(1.02),-,0(1.06),0(0.99),0(0.98),0(0.91),0(1.01),-6(0.98),0(1.04),-,-,0(0.99),0(1.05),0(1.01),-,0(0.93),0(1.03),0(1.02),0(1.03),0(0.92),0(1.06),0(1.13),0(1.03),0(0.99),-,-8(0.96),0(1.04),0(0.95),0(0.94),-1(0.94),0(1.03),-,0(1.04),-,-,0(0.9),0.0,-,0(0.98),0(0.99),0(0.99),0(1.03),0(0.93),0(1.25),0(1.04),0(0.95),-,0(1.07),-,0(1.0),0(1.09),-,-,-,0(1.14),0(1.02),0(0.96),0(1.0),0(1.05),0(0.91),0(0.99),0(0.97),0(0.95),0(0.99),0(1.04),0(0.98),0(1.02),0(1.04),-,0(1.08),0(0.91),0(0.98),-,-,0(1.06),0(0.92),-,0(1.0),0(0.94),0(0.99),0(1.0),0(0.92),0(0.9),0(1.02),0(1.01),0(1.0),0(0.99),0(1.01),0(0.92),0(0.96),0(1.06),-
26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7429,0(1.06),0(0.9),0(1.0),0(0.9),0(0.96),0(1.05),-,0(1.16),0(1.01),0(0.99),0(0.94),0(1.03),0(1.02),0(1.07),-,0(0.92),0(1.01),0(1.08),0(1.03),0(0.91),0(0.96),0(1.06),0(1.03),0(1.06),0(0.93),0(1.08),0(1.18),0(1.05),0(1.0),0(0.91),0(1.02),0(1.06),0(0.96),0(1.05),-1(0.94),0(1.05),-,0(1.08),-,0(0.94),0(0.93),0(0.98),-,0.0,0(1.0),0(1.01),0(1.05),0(0.96),0(1.3),0(1.07),0(1.08),-,0(1.09),-,0(1.02),0(1.12),-,0(0.91),-,0(1.19),0(1.04),0(0.98),0(1.02),0(1.08),0(0.92),0(1.0),0(0.98),0(0.99),0(1.01),0(1.07),0(1.0),0(1.04),0(1.07),-,0(1.1),0(0.93),0(1.0),0(0.9),-,0(1.09),0(0.94),0(0.9),0(1.01),0(1.01),0(1.01),0(1.02),0(0.94),0(0.92),0(1.04),0(1.03),0(1.02),0(1.04),0(1.03),0(0.94),0(0.98),0(1.08),-
171,0(1.07),-,0(0.96),-,0(0.96),0(1.05),-,0(1.12),0(1.02),0(1.0),0(0.93),0(1.04),0(0.99),0(1.07),-,0(0.91),0(1.01),0(1.08),0(1.04),0(0.9),0(0.95),0(1.06),0(1.04),0(1.06),0(0.93),0(1.09),0(1.18),0(1.05),0(1.01),0(0.9),0(0.98),0(1.06),0(0.97),0(1.0),-1(0.95),0(1.06),-,0(1.08),-,0(0.91),0(0.92),0(0.99),-,0(1.0),0.0,0(1.01),0(1.05),0(0.95),0(1.3),0(1.07),0(1.01),-,0(1.1),-,0(1.02),0(1.13),-,0(0.91),-,0(1.19),0(1.04),0(0.98),0(1.03),0(1.08),0(0.92),0(1.01),0(0.99),0(0.98),0(1.01),0(1.07),0(1.0),0(1.05),0(1.07),-,0(1.11),0(0.92),0(1.0),-,-,0(1.09),0(0.94),0(0.9),0(1.02),0(0.97),0(1.01),0(1.02),0(0.93),0(0.92),0(1.05),0(1.03),0(1.02),0(1.02),0(1.03),0(0.93),0(0.98),0(1.09),-
1718,0(1.07),-,-7(0.95),-,0(0.97),0(1.05),-,0(1.11),0(1.02),0(1.01),0(0.93),0(1.04),-6(1.0),0(1.08),-,0(0.91),0(1.02),0(1.08),0(1.04),0(0.9),0(0.95),0(1.06),0(1.05),0(1.06),0(0.93),0(1.1),0(1.18),0(1.06),0(1.01),0(0.9),-8(0.98),0(1.07),0(0.97),0(0.95),-1(0.95),0(1.07),0(0.9),0(1.08),-,-,0(0.92),0(0.99),-,0(1.01),0(1.01),0.0,0(1.06),0(0.95),0(1.32),0(1.08),0(0.96),-,0(1.11),-,0(1.03),0(1.13),-,0(0.91),-,0(1.19),0(1.05),0(0.99),0(1.03),0(1.09),0(0.92),0(1.01),0(0.99),0(0.97),0(1.02),0(1.07),0(1.01),0(1.05),0(1.08),-,0(1.12),0(0.92),0(1.01),-,-,0(1.1),0(0.93),0(0.9),0(1.02),0(0.95),0(1.02),0(1.03),0(0.93),0(0.92),0(1.05),0(1.04),0(1.03),0(1.02),0(1.03),0(0.93),0(0.99),0(1.09),-
5439,0(1.13),0(0.92),0(1.01),0(0.92),0(1.0),0(1.11),-,0(1.22),0(1.07),0(1.04),0(0.96),0(1.09),0(1.03),0(1.14),-,0(0.94),0(1.06),0(1.15),0(1.09),0(0.92),0(0.99),0(1.13),0(1.1),0(1.12),0(0.95),0(1.16),0(1.28),0(1.12),0(1.06),0(0.92),0(1.03),0(1.13),0(1.0),0(1.09),-1(0.98),0(1.12),0(0.91),0(1.15),0(0.92),0(0.94),0(0.95),0(1.03),-,0(1.05),0(1.05),0(1.06),0.0,0(1.0),0(1.44),0(1.14),0(1.11),-,0(1.18),0(0.91),0(1.07),0(1.21),0(0.9),0(0.93),-,0(1.29),0(1.1),0(1.02),0(1.08),0(1.16),0(0.94),0(1.05),0(1.03),0(1.02),0(1.06),0(1.13),0(1.05),0(1.11),0(1.15),-,0(1.19),0(0.95),0(1.05),0(0.91),-,0(1.17),0(0.97),0(0.92),0(1.07),0(1.02),0(1.06),0(1.07),0(0.96),0(0.94),0(1.1),0(1.09),0(1.07),0(1.09),0(1.08),0(0.97),0(1.02),0(1.15),-
2925,0(0.99),0(0.91),1(1.04),0(0.91),0(0.92),0(0.99),-,0(1.15),0(0.96),0(0.93),0(0.94),0(0.97),0(0.99),0(1.01),-,0(0.92),0(0.95),0(1.02),0(0.96),0(0.92),0(0.96),0(1.01),0(0.97),0(1.0),0(0.92),0(1.0),0(1.09),0(0.98),0(0.95),0(0.91),3(1.01),0(0.99),0(0.92),0(1.19),-1(0.92),0(0.99),-,0(1.02),0(0.9),0(1.02),0(0.94),0(0.93),-,0(0.96),0(0.95),0(0.95),0(1.0),0.0,0(1.15),0(1.0),0(1.24),-,0(1.01),0(0.9),0(0.96),0(1.04),-,0(0.91),-,0(1.1),0(0.98),0(0.94),0(0.96),0(1.01),0(0.92),0(0.95),0(0.94),0(0.98),0(0.96),0(1.0),-60(0.94),0(0.98),0(1.01),-,0(1.02),0(0.93),0(0.95),0(0.9),-,0(1.02),0(0.95),0(0.91),0(0.96),-1(1.08),0(0.96),0(0.96),0(0.94),0(0.92),0(0.98),0(0.98),0(0.96),0(1.03),0(0.97),0(0.94),0(0.94),0(0.99),-
2980,0(1.47),0(0.98),0(1.11),0(0.99),0(1.18),0(1.42),-,0(1.57),0(1.33),0(1.28),0(1.08),0(1.39),0(1.21),0(1.49),0(0.91),0(1.02),0(1.31),0(1.51),0(1.39),0(0.99),0(1.14),0(1.44),0(1.4),0(1.45),0(1.07),0(1.53),0(1.76),0(1.44),0(1.31),0(1.01),0(1.17),0(1.46),0(1.19),0(1.22),-1(1.13),0(1.46),0(1.0),0(1.49),0(0.99),0(0.99),0(1.05),0(1.25),-,0(1.3),0(1.3),0(1.32),0(1.44),0(1.15),0.0,0(1.49),0(1.25),0(0.94),0(1.57),0(0.98),0(1.34),0(1.63),0(0.96),0(1.01),-,0(1.78),0(1.41),0(1.24),0(1.36),0(1.52),0(1.05),0(1.31),0(1.26),0(1.21),0(1.32),0(1.47),0(1.34),0(1.42),0(1.49),0(0.96),0(1.59),0(1.06),0(1.29),0(0.98),0(0.94),0(1.54),0(1.1),0(1.0),0(1.33),0(1.13),0(1.33),0(1.34),0(1.09),0(1.04),0(1.41),0(1.37),0(1.35),0(1.33),0(1.37),0(1.09),0(1.23),0(1.53),-
1792,0(1.16),0(0.92),0(1.01),0(0.92),0(1.01),0(1.13),-,0(1.25),0(1.09),0(1.06),0(0.97),0(1.12),0(1.05),0(1.17),-,0(0.94),0(1.08),0(1.18),0(1.12),0(0.93),0(1.0),0(1.15),0(1.12),0(1.15),0(0.96),0(1.19),0(1.32),0(1.14),0(1.08),0(0.93),0(1.04),0(1.15),0(1.02),0(1.08),-1(0.99),0(1.15),0(0.92),0(1.17),0(0.92),0(0.94),0(0.95),0(1.04),-,0(1.07),0(1.07),0(1.08),0(1.14),0(1.0),0(1.49),0.0,0(1.11),-,0(1.21),0(0.92),0(1.09),0(1.24),0(0.91),0(0.93),-,0(1.33),0(1.13),0(1.04),0(1.1),0(1.18),0(0.95),0(1.07),0(1.05),0(1.03),0(1.08),0(1.16),0(1.08),0(1.13),0(1.17),-,0(1.22),0(0.96),0(1.06),0(0.92),-,0(1.19),0(0.98),0(0.93),0(1.09),0(1.02),0(1.08),0(1.09),0(0.97),0(0.95),0(1.13),0(1.11),0(1.1),0(1.1),0(1.11),0(0.97),0(1.04),0(1.18),-
3527,0(1.05),0(1.08),2(1.68),0(1.05),0(0.93),0(1.09),0(0.96),0(1.79),0(1.01),13(0.93),0(1.12),0(1.03),4(1.42),0(1.14),0(0.93),0(1.11),0(0.98),0(1.19),0(0.94),0(1.08),0(1.17),0(1.21),0(1.02),0(1.11),0(1.02),0(1.0),0(1.3),0(1.03),0(1.0),0(1.03),3(1.56),0(1.03),0(0.94),0(2.41),0(1.0),0(1.05),1(0.91),0(1.21),0(1.0),0(1.6),0(1.15),0(0.95),-,0(1.08),0(1.01),0(0.96),0(1.11),0(1.24),0(1.25),0(1.11),0.0,0(0.96),0(1.06),0(1.02),0(1.03),0(1.14),0(0.98),0(1.04),-,0(1.3),0(1.07),0(0.99),0(1.01),0(1.12),0(1.04),0(0.95),0(0.98),0(1.24),0(1.0),0(1.11),-58(0.97),0(1.04),0(1.15),0(1.0),0(1.04),0(1.09),0(0.98),0(1.03),0(1.0),0(1.13),0(1.14),0(1.02),0(0.99),-1(1.89),0(1.02),0(1.02),0(1.1),0(1.06),0(1.04),0(1.09),0(1.01),0(1.36),0(1.03),0(1.14),0(1.02),0(0.98),-
114,-,-,1(0.92),-,-,-,-,0(0.94),-,-,-,-,-6(0.91),0(0.9),-,-,-,0(0.9),-,-,-,0(0.9),-,-,-,-,0(0.92),-,-,-,3(0.91),-,-,0(0.95),-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,0(0.94),-,0(0.96),0.0,0(0.9),-,-,0(0.91),-,-,-,0(0.92),-,-,-,0(0.9),-,-,-,-,-,-,-60(0.95),-,-,-,0(0.9),-,-,-,-,-,-,-,-,-1(0.93),-,-,-,-,-,-,-,0(0.91),-,-,-,-,-
5796,0(1.2),0(0.92),0(1.0),0(0.93),0(1.04),0(1.17),-,0(1.26),0(1.12),0(1.09),0(0.97),0(1.15),-6(1.07),0(1.21),-,0(0.94),0(1.11),0(1.22),0(1.16),0(0.93),0(1.01),0(1.18),0(1.16),0(1.18),0(0.97),0(1.24),0(1.37),0(1.18),0(1.11),0(0.94),-8(1.05),0(1.19),0(1.04),0(1.04),-1(1.01),0(1.19),0(0.93),0(1.21),0(0.93),0(0.92),0(0.95),0(1.07),-,0(1.09),0(1.1),0(1.11),0(1.18),0(1.01),0(1.57),0(1.21),0(1.06),0(0.9),0.0,0(0.92),0(1.13),0(1.29),0(0.91),0(0.94),-,0(1.38),0(1.16),0(1.06),0(1.14),0(1.23),0(0.96),0(1.11),0(1.07),0(1.05),0(1.11),0(1.2),0(1.11),0(1.17),0(1.21),0(0.9),0(1.27),0(0.96),0(1.09),0(0.92),-,0(1.24),0(0.99),0(0.93),0(1.12),0(1.0),0(1.11),0(1.12),0(0.98),0(0.95),0(1.16),0(1.14),0(1.13),0(1.12),0(1.14),0(0.98),0(1.06),0(1.23),-
