,5545,9121,5796,8767,3506,8419,7024,9052,7017,8626,5129,8243,8995,5892,8084,4297,7940,3967,8086,7541,7973,6061,8967,9001,7731,9971,5450,8317,4526,7900,8236,6578,8467,7108,7965,5615,9134,3527,1792,5439,2986,4336,171,5658,890,6423,1800,7560,3009,7850,2018,7429,974,7627,3367,7030,26,5246,2072,7739,114,5738,545,3849,2129,4357,1103,3723,2337,7680,2470,6063,2980,6266,1169,5921,2638,3482,3134,5275,668,7016,2814,7741,252,5395,7504,1192,744,1354,1415,781,2925,370,1718,3310,8829
5129,-,-,-,-,-,-,-,-,57(0.9),-,0.0,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-60(0.96),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.9),-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8243,-,-,-,-,-,-,-,-,60(0.96),-,-,0.0,-,-60(0.93),-,-,-60(0.94),-,-60(0.92),-,-,-,-60(0.94),-,-,-,-60(1.01),-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-60(0.95),-60(0.93),-,-,-60(0.94),-,-,-,-,-,-,-,-,-60(0.92),-,-,-60(0.93),-,-,-,-60(0.97),-,-,-,-,-,-,-,-,-,-60(0.92),-60(0.95),-,-,-,-,-60(0.93),-,-,-,-,-60(0.93),-,-,-,-,-,-,-,-58(0.91),-,-,-60(0.93),-,-60(0.92),-
8995,-,-,-,-,-,-,-,-,56(0.91),-,-,-,0.0,-,-,-,-,-,-,-,-,-,-57(0.9),-,-,-,-60(0.97),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-58(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-58(0.92),-,-,-,-,-,-,-,-,-,-,-58(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5892,-60(0.93),-,-60(0.91),-60(0.92),-60(0.93),-60(0.92),-60(0.92),-,-,-60(0.92),-,-60(0.93),-,0.0,60(0.91),0(0.91),0(0.93),-,0(0.9),60(0.91),-,60(0.92),0(0.95),-,-,-,-,60(0.92),-,-,-,-,1(0.91),-,-,0(0.92),60(0.92),0(0.93),-,60(0.93),-,-,0(0.91),60(0.92),-,-,-,60(0.92),60(0.92),-,-,-,-,0(0.9),0(0.91),60(0.93),60(0.9),0(0.92),-,60(0.93),60(0.92),0(0.94),-,60(0.95),-,60(0.9),-,-,60(0.92),-,60(0.93),0(0.91),0(0.96),-,60(0.92),60(0.92),60(0.92),-,-,-,-,-,0(0.91),60(0.92),-,59(0.9),0(0.9),-,60(0.92),-,-,-,-,-,-,-,-
8084,-,-,-,-,-,-,-,-,60(0.93),-,-,-,-,60(0.91),0.0,-,-60(0.92),-,-,-,-,-,-60(0.93),-,-,-,-60(0.99),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-60(0.91),-,-,-60(0.92),-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.91),-,-,-,-60(0.94),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.93),-,-,-,-,-60(0.91),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-59(0.9),-,-60(0.9),-
4297,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,0.0,0(0.92),-,-,-,-,-,0(0.95),-,-,-,-60(0.95),-,-,-,-,-,1(0.9),-,-,0(0.91),-,0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,0(0.95),-,-,-,-,-,-,-,-,-,-,0(0.96),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7940,-60(0.94),-,-60(0.91),-60(0.93),-60(0.93),-60(0.92),-60(0.92),-,0(0.92),-60(0.93),-,-60(0.94),-,0(0.93),-60(0.92),0(0.92),0.0,-,0(0.91),60(0.91),-,60(0.93),0(0.97),-,-,-,-,60(0.93),-,-,-,-,0(0.93),0(0.9),-,0(0.93),60(0.93),0(0.95),-,60(0.94),-,0(0.91),0(0.91),60(0.92),-,-,0(0.91),60(0.92),60(0.93),-,-,-,-,0(0.91),0(0.91),60(0.94),60(0.9),0(0.93),-,60(0.93),60(0.92),0(0.97),-,60(0.95),-,60(0.9),0(0.9),-,60(0.93),-,60(0.93),0(0.91),0(0.98),-,60(0.91),60(0.93),60(0.93),-,-,-,-,-,0(0.91),60(0.93),-,-,0(0.9),-,60(0.92),-,-,-,0(0.91),-,-,-,-
3967,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8086,-60(0.92),-,-,-60(0.91),-60(0.91),-60(0.9),-60(0.9),-,-,-60(0.91),-,-60(0.92),-,0(0.9),-,-,0(0.91),-,0.0,-,-,60(0.91),0(0.92),-,-,-,-,60(0.91),-,-,-,-,-,-,-,0(0.9),60(0.91),-,-,60(0.91),-,-,-,60(0.9),-,-,-,-,60(0.91),-,-,-,-,-,-,60(0.91),-,0(0.91),-,60(0.91),60(0.91),0(0.92),-,60(0.93),-,-,-,-,60(0.91),-,60(0.91),-,0(0.93),-,59(0.9),60(0.91),60(0.9),-,-,-,-,-,-,60(0.91),-,-,-,-,60(0.9),-,-,-,-,-,-,-,-
7541,-,-,-,-,-,-,-,-,60(0.92),-,-,-,-,60(0.91),-,-,60(0.91),-,-,0.0,-,-,-60(0.91),-,-,-,-60(0.98),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.91),-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-60(0.9),-60(0.91),-,-,-,-,-60(0.91),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-
7973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-40(0.91),-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6061,-,-,-,-,-,-,-,-,60(0.95),-,-,-,-,60(0.92),-,-,60(0.93),-,60(0.91),-,-,0.0,-60(0.93),-,-,-,-60(1.0),-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-60(0.94),-60(0.92),-,-,-60(0.93),-60(0.91),-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.92),-,-,-,-60(0.96),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.94),-,-,-,-,-60(0.92),-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.92),-,-60(0.91),-
8967,-60(0.94),0(0.91),-60(0.92),-60(0.93),-60(0.94),-60(0.93),-60(0.93),-,0(0.92),-60(0.93),-60(0.92),-60(0.94),-57(0.9),0(0.95),-60(0.93),0(0.95),0(0.97),-,0(0.92),-60(0.91),-,-60(0.93),0.0,-,0(0.91),0(0.9),-,60(0.93),-,0(0.9),-,-,1(0.96),0(0.93),0(0.9),0(0.96),59(0.93),0(0.99),0(0.9),60(0.94),-,0(0.92),0(0.93),60(0.93),57(0.91),-,0(0.92),60(0.94),60(0.93),0(0.92),-,-,58(0.91),0(0.93),0(0.93),60(0.94),60(0.91),0(0.95),0(0.91),60(0.94),60(0.92),0(1.0),0(0.9),60(0.95),0(0.9),60(0.91),0(0.92),-,60(0.93),-,60(0.94),0(0.93),0(1.02),-,60(0.93),60(0.93),60(0.93),-,0(0.91),0(0.91),0(0.91),-,0(0.93),60(0.93),0(0.91),60(0.92),0(0.93),-,0(0.93),-,-,-,0(0.93),-,-,0(0.9),-
9001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,0.0,-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,0.0,-40(0.91),-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5450,-60(1.03),-60(0.93),-60(0.98),-60(1.0),-60(1.0),-60(1.0),-60(0.99),-60(0.96),-,-60(1.0),-60(0.96),-60(1.01),-60(0.97),-,-60(0.99),-60(0.95),-,-60(0.95),-,-60(0.98),-40(0.91),-60(1.0),-,-,-60(0.92),-40(0.91),0.0,60(1.01),40(0.92),60(0.93),60(0.96),60(0.96),60(0.98),60(0.95),60(0.95),40(0.92),60(1.0),60(1.0),60(0.97),60(1.01),59(0.94),-,-,60(1.01),60(0.95),-,59(0.93),60(1.0),60(0.99),60(0.94),60(0.96),44(0.92),60(0.96),60(0.97),-,60(1.01),60(0.97),-,60(0.95),60(1.01),60(0.99),-,60(0.94),60(1.02),60(0.96),60(0.97),60(0.94),60(0.96),60(1.0),60(0.95),60(1.0),-,-,60(0.97),60(0.98),60(1.01),60(1.01),-,60(0.94),40(0.92),60(0.93),60(0.95),-,60(0.99),40(0.92),60(0.96),40(0.92),59(0.93),60(1.01),40(0.91),39(0.92),60(0.96),60(0.96),40(0.9),59(0.93),-,60(0.93)
8317,-,-,-,-,-,-,-,-,60(0.94),-,-,-,-,60(0.92),-,-,60(0.93),-,60(0.91),-,-,-,60(0.93),-,-,-,60(1.01),0.0,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-,-60(0.94),-60(0.92),-,-,-60(0.92),-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.92),-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.93),-,-,-,-,-60(0.92),-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-60(0.9),-,-,-60(0.92),-,-60(0.91),-
4526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40(0.92),-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,60(0.93),-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8236,-,-,-,-,-,-,-,-,57(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.96),-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.96),-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8467,0(0.9),-,-,-,-,-,-,-,0(0.92),-,-,-,-,1(0.91),-,1(0.9),0(0.93),-,-,-,-,-,1(0.96),-,-,-,60(0.98),-,-,-,-,-,0.0,-,-,-1(0.91),-,0(0.93),-,-,-,0(0.91),-1(0.9),-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-1(0.92),-,-,-,0(0.98),-,-,-,-,-,-,-,-,-,-,-1(0.98),-,-,-,-,-,-,-,-,-,-1(0.9),-,-,-,-,-,0(0.92),-,-,-,-1(0.9),-,-,-,-
7108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.93),-,-,-,60(0.95),-,-,-,-,-,-,0.0,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,0(0.94),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,60(0.95),-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5615,-60(0.92),-,-,-60(0.9),-60(0.9),-,-,-,-,-60(0.91),-,-60(0.92),-,0(0.92),-,0(0.91),0(0.93),-,0(0.9),-,-,-60(0.91),0(0.96),-,-,-,40(0.92),-60(0.9),-,-,-,-,-1(0.91),-,-,0.0,60(0.91),0(0.93),-,60(0.92),-,-,0(0.91),60(0.9),-,-,-,-,60(0.91),-,-,-,-,-,0(0.9),60(0.91),-,0(0.92),-,60(0.91),-,0(0.95),-,60(0.93),-,-,-,-,60(0.9),-,60(0.9),0(0.91),0(0.97),-,-,60(0.91),60(0.9),-,-,-,-,-,0(0.91),-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-
9134,-,-,-,-,-,-,-,-,60(0.95),-,-,-,-,60(0.92),-,-,60(0.93),-,60(0.91),-,-,-,59(0.93),-,-,-,60(1.0),-,-,-,-,-,-,-,-,60(0.91),0.0,-,-,-,-,-60(0.94),-60(0.92),-,-,-60(0.93),-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.92),-,-,-,-60(0.96),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.94),-,-,-,-,-60(0.92),-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-59(0.91),-,-,-60(0.92),-,-60(0.91),-
3527,0(0.91),-,-,-,-,-,-,-,0(0.92),-,-,-,-,0(0.93),-,0(0.92),0(0.95),-,-,-,-,-,0(0.99),-,-,-,60(1.0),-,-,-,-,-,0(0.93),0(0.9),-,0(0.93),-,0.0,-,-,-,-60(0.91),0(0.91),-,-,-,0(0.9),-,-,0(0.9),-,-,-,0(0.9),0(0.9),-,-,0(0.93),-,-,-,0(0.99),-,-,-,-,0(0.9),-,-,-,-,0(0.91),0(1.0),-,-,-,-,-60(0.9),-,-,-,-,0(0.91),-,-,-,0(0.9),-,0(0.91),-,-,-,0(0.91),-,-,-,-
1792,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,60(0.97),-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5439,-,-,-,-,-,-,-,-,60(0.97),-,-,-,-,60(0.93),-,-,60(0.94),-,60(0.91),-,60(0.9),-,60(0.94),-,-,60(0.9),60(1.01),-,-,-,-,-,-,-,-,60(0.92),-,-,-,0.0,-,-60(0.95),-60(0.93),-,-,-60(0.94),-57(0.93),-,-,-,-,-,-,-,-60(0.92),-,-,-60(0.92),-,-,-,-60(0.97),-,-,-,-,-,-,-,-,-,-60(0.92),-60(0.95),-,-60(0.9),-,-,-60(0.93),-,-,-,-,-60(0.93),-,-,-58(0.9),-,-,-,-,-60(0.92),-,-,-60(0.94),-,-60(0.91),-
2986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59(0.94),-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4336,-60(0.95),-,-60(0.93),-60(0.94),-60(0.95),-60(0.94),-60(0.94),-,0(0.91),-60(0.94),-60(0.91),-60(0.95),-58(0.91),-,-60(0.93),-,0(0.91),-,-,-60(0.92),-,-60(0.94),0(0.92),-,-,-,-,-60(0.94),-,-,-60(0.9),-,0(0.91),-,-,-,-60(0.94),-60(0.91),-,-60(0.95),-,0.0,-,60(0.94),58(0.9),-,-,60(0.93),60(0.93),-,-,-,58(0.91),58(0.9),-,60(0.95),60(0.91),0(0.9),-,60(0.94),60(0.93),0(0.93),-,60(0.96),-,60(0.92),-,-,60(0.94),-,60(0.95),-,0(0.92),-,60(0.93),60(0.94),60(0.94),-,-,-,-,-,-,60(0.94),-,60(0.91),-,-,60(0.94),-,-,-,-,-,-,-,-
171,-60(0.93),-,-60(0.91),-60(0.92),-60(0.92),-60(0.92),-60(0.92),-,-,-60(0.92),-60(0.9),-60(0.93),-,0(0.91),-60(0.91),-,0(0.91),-,-,-60(0.91),-,-60(0.92),0(0.93),-,-,-,-,-60(0.92),-,-,-,-,-1(0.9),-,-,0(0.91),-60(0.92),0(0.91),-,-60(0.93),-,-,0.0,60(0.92),-,-,-,60(0.91),60(0.92),-,-,-,-,-,-,60(0.93),60(0.9),0(0.91),-,60(0.92),60(0.92),0(0.93),-,60(0.94),-,60(0.91),-,-,60(0.92),-,60(0.93),-,0(0.94),-,60(0.92),60(0.92),60(0.92),-,-,-,-,-,0(0.9),60(0.92),-,60(0.91),-,-,60(0.92),-,-,-,-,-,-,-,-
5658,-,-,-,-,-,-,-,-,60(0.94),-,-,-,-,60(0.92),-,-,60(0.92),-,60(0.9),-,-,-,60(0.93),-,-,-,60(1.01),-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,60(0.94),60(0.92),0.0,-,-60(0.92),-,-,-,-,-,-,-,-,-60(0.91),-,-,-60(0.91),-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.93),-,-,-,-,-60(0.92),-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-60(0.91),-
890,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57(0.91),-,-,-,60(0.95),-,-,-,-,-,-,-,-,-,-,-,-,-,-,58(0.9),-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-57(0.9),-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6423,-60(0.93),-,-60(0.91),-60(0.92),-60(0.93),-60(0.92),-60(0.92),-,-,-60(0.93),-,-60(0.94),-,-,-60(0.92),-,-,-,-,-,-,-60(0.93),-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-60(0.93),-,-,-60(0.94),-,-,-,-60(0.92),-,0.0,-,60(0.91),60(0.92),-,-,-,-,-,-,60(0.94),60(0.9),-,-,60(0.93),60(0.91),0(0.9),-,60(0.95),-,60(0.9),-,-,60(0.93),-,60(0.93),-,0(0.9),-,60(0.91),60(0.93),60(0.92),-,-,-,-,-,-,60(0.92),-,-,-,-,60(0.92),-,-,-,-,-,-,-,-
1800,-,-,-,-,-,-,-,-,0(0.91),-57(0.91),-,-,-,-,-,-,0(0.91),-,-,-,-,-60(0.91),0(0.92),-,-,-,59(0.93),-,-,-,-,-,0(0.9),-,-,-,-,0(0.9),-,-57(0.93),-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,57(0.92),-,-,-,-,-,0(0.93),-,57(0.9),-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-
