,7850,9971,5796,9052,8829,9134,7739,8995,7024,9001,8467,9121,6578,370,8967,7017,1792,8086,890,5395,1800,8236,5738,2925,8419,2018,7016,171,7108,974,6423,2072,8767,1169,7504,3367,5921,3527,5658,3967,7900,545,7940,2129,5545,2986,6061,1103,5246,3506,8626,2337,7560,2638,7541,2980,7973,3482,5275,3009,8243,8084,3134,6063,2814,7741,7680,2470,7627,4297,7030,6266,4336,7429,7731,252,7965,1192,5129,3849,5892,744,5439,1354,4526,668,5450,4357,5615,1415,8317,3310,781,1718,26,114,3723,4296
7504,0(1.45),0(1.25),0(1.32),0(1.22),0(1.08),0(1.07),0(1.12),0(1.09),0(1.04),-13(1.01),0(1.14),0(1.28),0(1.23),0(1.13),0(1.53),-2(1.32),0(1.33),0(1.23),0(1.33),0(1.15),0(1.23),0(1.24),-4(1.14),0(1.16),0(1.16),0(1.17),0(1.08),0(1.22),0(1.36),0(1.01),-1(1.47),0(1.26),0(1.11),0(1.11),0.0,0(1.22),0(1.11),0(1.13),0(1.28),0(1.2),0(1.23),0(1.3),0(1.37),0(1.28),0(1.43),0(1.24),0(1.12),0(1.32),0(1.34),0(1.24),0(1.19),0(1.1),0(1.31),0(1.4),0(1.18),0(1.68),0(1.06),0(1.04),0(1.24),-3(0.92),0(1.11),0(1.19),0(1.29),0(1.23),0(1.25),0(1.26),0(1.27),0(1.34),0(1.43),0(1.45),0(1.28),0(1.11),0(1.12),0(1.2),0(1.46),0(1.29),0(1.22),0(1.22),0(1.31),0(1.12),0(1.29),3(1.35),0(1.33),0(1.18),0(1.08),0(1.32),-40(1.11),0(1.33),0(1.5),0(1.14),0(1.13),0(1.2),0(1.07),0(1.27),3(0.96),0(1.1),0(1.0),60(2.58)
3367,0(1.32),0(1.17),0(1.23),0(1.15),0(1.04),0(1.03),0(1.07),0(1.05),0(1.01),-13(0.99),0(1.09),0(1.2),0(1.15),0(1.08),0(1.38),-2(1.23),0(1.23),0(1.15),0(1.23),0(1.09),0(1.16),0(1.16),0(1.09),0(1.1),0(1.1),0(1.11),0(1.04),0(1.14),0(1.25),0(0.99),-1(1.34),0(1.18),0(1.07),0(1.07),0(1.22),0.0,0(1.07),0(1.09),0(1.19),0(1.13),0(1.15),0(1.21),0(1.26),0(1.19),0(1.31),0(1.16),0(1.07),0(1.23),0(1.23),0(1.16),0(1.12),0(1.06),0(1.23),0(1.28),0(1.12),0(1.5),0(1.03),0(1.01),0(1.16),-2(0.92),0(1.06),0(1.12),0(1.19),0(1.15),0(1.17),0(1.18),0(1.18),0(1.23),0(1.31),0(1.32),0(1.19),0(1.06),0(1.07),0(1.13),0(1.33),0(1.2),0(1.15),0(1.14),0(1.22),0(1.07),0(1.2),3(1.25),0(1.22),0(1.12),0(1.04),0(1.22),-40(1.09),0(1.23),0(1.36),0(1.09),0(1.08),0(1.13),0(1.03),0(1.18),3(0.94),0(1.06),0(0.98),60(2.06)
5921,0(1.14),0(1.09),0(1.14),0(1.1),0(1.06),1(1.07),0(1.1),0(1.07),0(1.05),-14(1.02),0(1.12),0(1.11),0(1.09),0(1.07),0(1.19),-2(1.11),0(1.14),0(1.07),0(1.14),0(1.12),0(1.14),0(1.1),0(1.08),0(1.11),0(1.12),0(1.08),0(1.07),0(1.07),0(1.14),0(1.03),-1(1.12),0(1.1),0(1.11),0(1.1),0(1.11),0(1.07),0.0,0(1.11),0(1.13),0(1.08),0(1.09),0(1.12),0(1.12),0(1.11),0(1.19),0(1.09),0(1.09),0(1.13),0(1.12),0(1.12),0(1.09),0(1.1),0(1.22),0(1.17),0(1.12),0(1.23),0(1.05),0(1.03),0(1.09),-1(1.01),0(1.09),0(1.1),0(1.11),0(1.06),0(1.08),0(1.12),0(1.11),0(1.16),0(1.17),0(1.17),0(1.13),0(1.09),0(1.06),4(1.04),0(1.21),0(1.11),0(1.09),0(1.09),0(1.13),0(1.1),0(1.09),0(1.19),0(1.15),0(1.08),0(1.06),0(1.13),-40(1.14),0(1.15),0(1.2),0(1.09),0(1.11),0(1.07),0(1.05),0(1.12),1(1.0),0(1.08),0(1.03),60(2.9)
3527,0(1.18),0(1.11),0(1.15),0(1.11),0(1.08),2(1.09),0(1.11),0(1.09),1(1.07),-13(1.05),1(1.18),0(1.13),0(1.1),0(1.09),0(1.2),-2(1.15),0(1.15),0(1.09),0(1.15),0(1.13),0(1.15),0(1.11),0(1.1),0(1.13),0(1.13),0(1.09),0(1.09),0(1.09),0(1.15),1(1.06),-1(1.14),0(1.11),0(1.12),0(1.11),0(1.13),0(1.09),0(1.11),0.0,0(1.13),0(1.09),0(1.11),0(1.13),0(1.14),0(1.13),0(1.23),0(1.1),0(1.1),0(1.14),0(1.14),0(1.13),0(1.1),0(1.11),0(1.23),0(1.17),0(1.14),0(1.23),0(1.07),0(1.05),0(1.11),-1(1.04),-1(1.09),0(1.11),0(1.12),0(1.1),0(1.1),0(1.13),0(1.12),0(1.16),0(1.18),0(1.18),0(1.14),0(1.1),0(1.08),0(1.07),0(1.23),0(1.12),0(1.1),0(1.1),0(1.14),0(1.11),0(1.11),0(1.18),0(1.16),0(1.09),0(1.08),0(1.15),-41(1.18),0(1.16),0(1.21),0(1.11),0(1.11),0(1.09),-1(1.07),0(1.13),-1(1.04),-1(1.1),-1(1.06),60(4.71)
5658,0(1.38),0(1.22),0(1.29),0(1.21),0(1.08),0(1.09),0(1.13),0(1.1),0(1.06),-14(1.03),0(1.15),0(1.25),0(1.21),0(1.12),0(1.43),-2(1.28),0(1.29),0(1.2),0(1.3),0(1.15),-2(1.22),0(1.22),-4(1.14),0(1.15),0(1.16),0(1.17),0(1.09),0(1.19),0(1.31),-1(1.04),-1(1.37),0(1.23),0(1.13),0(1.12),0(1.28),0(1.19),0(1.13),0(1.13),0.0,0(1.19),0(1.2),0(1.27),0(1.32),0(1.25),0(1.34),0(1.23),0(1.13),0(1.28),0(1.28),0(1.24),0(1.19),0(1.12),0(1.29),0(1.36),0(1.17),0(1.56),0(1.07),0(1.04),0(1.22),2(0.96),0(1.12),0(1.18),0(1.25),0(1.19),0(1.22),0(1.25),0(1.25),0(1.31),0(1.37),0(1.39),0(1.26),0(1.12),0(1.1),0(1.16),0(1.4),0(1.26),0(1.21),0(1.2),0(1.28),0(1.13),0(1.25),3(1.32),0(1.3),0(1.17),0(1.08),0(1.27),-40(1.16),0(1.3),0(1.42),0(1.14),0(1.15),0(1.18),0(1.08),0(1.26),3(1.0),0(1.13),0(1.03),60(3.35)
3967,0(1.28),0(1.15),0(1.21),0(1.14),0(1.05),0(1.05),0(1.09),0(1.06),0(1.03),-14(1.0),0(1.11),0(1.18),0(1.14),0(1.08),0(1.33),-2(1.2),0(1.21),0(1.14),0(1.21),0(1.1),0(1.16),0(1.15),0(1.09),0(1.11),0(1.11),0(1.11),0(1.05),0(1.13),0(1.22),-1(1.01),-1(1.28),0(1.16),0(1.09),0(1.08),0(1.2),0(1.13),0(1.08),0(1.09),0(1.19),0.0,0(1.14),0(1.19),0(1.23),0(1.18),0(1.27),0(1.15),0(1.08),0(1.2),0(1.21),0(1.16),0(1.12),0(1.07),0(1.23),0(1.26),0(1.12),0(1.43),0(1.04),0(1.02),0(1.15),-2(0.95),0(1.08),0(1.12),0(1.18),0(1.13),0(1.15),0(1.17),0(1.17),0(1.22),0(1.28),0(1.29),0(1.19),0(1.08),0(1.07),0(1.1),0(1.3),0(1.18),0(1.14),0(1.14),0(1.2),0(1.09),0(1.18),3(1.23),0(1.21),0(1.11),0(1.05),0(1.2),-40(1.11),0(1.22),0(1.32),0(1.1),0(1.1),0(1.12),0(1.04),0(1.18),3(0.97),0(1.08),0(1.01),60(2.32)
7900,0(1.32),0(1.17),0(1.24),0(1.16),0(1.05),1(1.04),0(1.09),0(1.06),0(1.03),-13(1.0),0(1.11),0(1.2),0(1.16),0(1.09),0(1.38),-2(1.24),0(1.23),0(1.16),0(1.24),0(1.11),0(1.18),0(1.17),0(1.1),0(1.12),0(1.11),0(1.12),0(1.06),0(1.15),0(1.25),0(1.01),-1(1.33),0(1.19),0(1.08),0(1.09),0(1.23),0(1.15),0(1.09),0(1.11),0(1.2),0(1.14),0.0,0(1.21),0(1.26),0(1.2),0(1.3),0(1.16),0(1.08),0(1.23),0(1.23),0(1.17),0(1.13),0(1.08),0(1.24),0(1.29),0(1.13),0(1.49),0(1.04),0(1.02),0(1.17),-2(0.94),0(1.07),0(1.13),0(1.2),0(1.16),0(1.17),0(1.19),0(1.19),0(1.24),0(1.31),0(1.33),0(1.2),0(1.08),0(1.08),0(1.13),0(1.34),0(1.21),0(1.16),0(1.15),0(1.22),0(1.09),0(1.2),3(1.25),0(1.23),0(1.13),0(1.05),0(1.22),-40(1.11),0(1.24),0(1.35),0(1.1),0(1.09),0(1.14),0(1.04),0(1.19),3(0.96),0(1.08),0(1.0),60(2.3)
545,0(1.42),0(1.23),0(1.3),0(1.21),0(1.08),0(1.06),0(1.12),0(1.09),0(1.04),-13(1.01),0(1.14),0(1.27),0(1.21),0(1.12),0(1.49),-2(1.3),0(1.31),0(1.21),0(1.31),0(1.14),0(1.22),0(1.22),-4(1.13),0(1.15),0(1.15),0(1.16),0(1.08),0(1.2),0(1.33),0(1.01),-1(1.43),0(1.24),0(1.11),0(1.11),0(1.3),0(1.21),0(1.12),0(1.13),0(1.27),0(1.19),0(1.21),0.0,0(1.34),0(1.27),0(1.4),0(1.22),0(1.12),0(1.3),0(1.31),0(1.23),0(1.18),0(1.1),0(1.3),0(1.37),0(1.18),0(1.63),0(1.06),0(1.03),0(1.23),-2(0.94),0(1.1),0(1.18),0(1.27),0(1.21),0(1.23),0(1.25),0(1.25),0(1.32),0(1.4),0(1.42),0(1.27),0(1.11),0(1.11),0(1.18),0(1.44),0(1.27),0(1.21),0(1.2),0(1.29),0(1.12),0(1.27),3(1.32),0(1.31),0(1.17),0(1.08),0(1.3),-40(1.12),0(1.31),0(1.46),0(1.14),0(1.13),0(1.19),0(1.06),0(1.25),3(0.96),0(1.1),0(1.01),60(2.4)
7940,0(1.52),0(1.29),0(1.37),0(1.25),0(1.08),0(1.07),0(1.12),0(1.1),0(1.04),-14(1.0),0(1.15),0(1.32),0(1.26),0(1.15),0(1.6),-2(1.36),0(1.38),0(1.26),0(1.38),0(1.16),-3(1.25),0(1.27),-4(1.17),0(1.18),0(1.17),0(1.2),0(1.08),0(1.25),0(1.41),0(1.0),-1(1.54),0(1.3),0(1.12),0(1.12),0(1.37),0(1.26),0(1.12),0(1.14),0(1.32),0(1.23),0(1.26),0(1.34),0.0,0(1.32),0(1.48),0(1.28),0(1.13),0(1.37),0(1.39),0(1.27),0(1.21),0(1.1),0(1.33),0(1.45),0(1.2),0(1.77),0(1.07),0(1.04),0(1.28),-3(0.9),0(1.12),0(1.21),0(1.33),0(1.26),0(1.29),0(1.29),0(1.31),0(1.39),0(1.49),0(1.51),0(1.32),0(1.12),0(1.13),0(1.24),0(1.51),0(1.34),0(1.26),0(1.25),0(1.36),0(1.13),0(1.34),3(1.39),0(1.37),0(1.21),0(1.08),0(1.36),-40(1.11),0(1.38),0(1.56),0(1.16),0(1.14),0(1.23),0(1.07),0(1.31),3(0.96),0(1.11),0(1.0),60(2.42)
2129,0(1.4),0(1.22),0(1.29),0(1.2),0(1.07),0(1.06),0(1.11),0(1.09),0(1.04),-13(1.01),0(1.13),0(1.25),0(1.2),0(1.12),0(1.46),-2(1.29),0(1.29),0(1.2),0(1.3),0(1.14),0(1.21),0(1.21),-4(1.12),0(1.15),0(1.15),0(1.16),0(1.08),0(1.19),0(1.31),0(1.01),-1(1.41),0(1.23),0(1.11),0(1.11),0(1.28),0(1.19),0(1.11),0(1.13),0(1.25),0(1.18),0(1.2),0(1.27),0(1.32),0.0,0(1.38),0(1.21),0(1.11),0(1.29),0(1.3),0(1.22),0(1.17),0(1.1),0(1.29),0(1.36),0(1.17),0(1.6),0(1.06),0(1.03),0(1.21),-2(0.94),0(1.1),0(1.17),0(1.25),0(1.2),0(1.22),0(1.24),0(1.24),0(1.3),0(1.38),0(1.4),0(1.25),0(1.11),0(1.1),0(1.17),0(1.42),0(1.26),0(1.2),0(1.19),0(1.28),0(1.12),0(1.25),3(1.31),0(1.29),0(1.16),0(1.07),0(1.28),-40(1.12),0(1.3),0(1.44),0(1.13),0(1.13),0(1.18),0(1.06),0(1.24),3(0.97),0(1.1),0(1.01),60(2.37)
5545,0(1.62),0(1.34),0(1.41),0(1.29),0(1.14),0(1.12),0(1.2),0(1.16),3(1.09),-10(1.06),0(1.19),0(1.38),0(1.31),0(1.2),0(1.71),0(1.48),0(1.47),0(1.3),0(1.44),0(1.25),0(1.29),0(1.32),0(1.2),0(1.27),0(1.25),0(1.23),0(1.14),0(1.31),0(1.49),3(1.07),-1(1.65),0(1.34),0(1.19),0(1.2),0(1.43),0(1.31),0(1.19),0(1.23),0(1.34),0(1.27),0(1.3),0(1.4),0(1.48),0(1.38),0.0,0(1.33),0(1.2),0(1.46),0(1.49),0(1.31),0(1.26),0(1.17),0(1.47),0(1.51),0(1.31),0(1.84),0(1.11),0(1.1),0(1.33),-4(1.02),0(1.19),0(1.27),0(1.4),0(1.32),0(1.34),0(1.35),0(1.37),0(1.47),0(1.55),0(1.56),0(1.36),0(1.18),0(1.21),0(1.4),0(1.72),0(1.4),0(1.29),0(1.29),0(1.41),0(1.22),0(1.39),3(1.38),0(1.45),0(1.25),0(1.14),0(1.46),-43(1.22),0(1.45),0(1.67),0(1.22),0(1.22),0(1.27),0(1.12),0(1.36),-3(1.03),0(1.13),-3(1.07),60(5.11)
2986,0(1.33),0(1.18),0(1.24),0(1.17),0(1.05),0(1.08),0(1.09),0(1.06),-1(1.03),-15(1.01),0(1.11),0(1.21),0(1.17),0(1.09),0(1.4),-2(1.24),0(1.26),0(1.16),0(1.26),0(1.12),-2(1.21),0(1.18),-4(1.12),0(1.12),0(1.13),0(1.13),0(1.05),0(1.15),0(1.27),-1(1.01),-1(1.35),0(1.19),0(1.1),0(1.09),0(1.24),0(1.16),0(1.09),0(1.1),0(1.23),0(1.15),0(1.16),0(1.22),0(1.28),0(1.21),0(1.33),0.0,0(1.1),0(1.24),0(1.26),0(1.19),0(1.14),0(1.08),0(1.26),0(1.31),0(1.14),0(1.53),0(1.04),0(1.02),0(1.18),2(0.95),0(1.09),0(1.14),0(1.21),0(1.15),0(1.18),0(1.2),0(1.2),0(1.28),0(1.33),0(1.35),0(1.22),0(1.08),0(1.08),0(1.13),0(1.34),0(1.22),0(1.17),0(1.16),0(1.24),0(1.1),0(1.21),3(1.31),0(1.26),0(1.13),0(1.05),0(1.24),-39(1.11),0(1.26),0(1.38),0(1.11),0(1.13),0(1.14),0(1.05),0(1.21),3(0.98),0(1.08),1(1.01),60(2.41)
6061,0(1.15),0(1.09),0(1.13),0(1.09),0(1.05),1(1.06),0(1.09),0(1.06),0(1.04),-14(1.01),0(1.12),0(1.11),0(1.09),0(1.07),0(1.2),-2(1.12),0(1.14),0(1.08),0(1.14),0(1.11),0(1.14),0(1.1),0(1.08),0(1.1),0(1.11),0(1.07),0(1.06),0(1.07),0(1.14),-1(1.02),-1(1.14),0(1.1),0(1.1),0(1.09),0(1.12),0(1.07),0(1.09),0(1.1),0(1.13),0(1.08),0(1.08),0(1.12),0(1.13),0(1.11),0(1.2),0(1.1),0.0,0(1.13),0(1.13),0(1.12),0(1.09),0(1.08),0(1.21),0(1.17),0(1.11),0(1.25),0(1.04),0(1.03),0(1.09),1(0.99),0(1.08),0(1.09),0(1.11),0(1.06),0(1.08),0(1.12),0(1.11),0(1.16),0(1.17),0(1.17),0(1.12),0(1.08),0(1.06),0(1.04),0(1.2),0(1.11),0(1.09),0(1.09),0(1.13),0(1.09),0(1.1),0(1.19),0(1.15),0(1.07),0(1.05),0(1.13),-40(1.13),0(1.15),0(1.2),0(1.09),0(1.11),0(1.07),0(1.05),0(1.12),1(1.0),0(1.07),0(1.02),60(2.86)
1103,0(1.45),0(1.25),0(1.32),0(1.22),0(1.09),0(1.07),0(1.13),0(1.1),0(1.05),-13(1.01),0(1.15),0(1.29),0(1.23),0(1.14),0(1.54),-2(1.32),0(1.34),0(1.23),0(1.34),0(1.16),0(1.23),0(1.24),-4(1.14),0(1.18),0(1.17),0(1.18),0(1.09),0(1.22),0(1.36),0(1.01),-1(1.47),0(1.26),0(1.12),0(1.13),0(1.32),0(1.23),0(1.13),0(1.14),0(1.28),0(1.2),0(1.23),0(1.3),0(1.37),0(1.29),0(1.46),0(1.24),0(1.13),0.0,0(1.35),0(1.24),0(1.19),0(1.11),0(1.34),0(1.4),0(1.2),0(1.67),0(1.07),0(1.04),0(1.25),-2(0.93),0(1.12),0(1.19),0(1.29),0(1.23),0(1.25),0(1.26),0(1.27),0(1.35),0(1.43),0(1.45),0(1.28),0(1.12),0(1.13),0(1.21),0(1.48),0(1.3),0(1.23),0(1.22),0(1.32),0(1.14),0(1.29),3(1.34),0(1.33),0(1.18),0(1.09),0(1.33),-40(1.12),0(1.34),0(1.51),0(1.15),0(1.14),0(1.2),0(1.07),0(1.27),3(0.96),0(1.1),0(1.01),60(2.47)
5246,0(1.47),0(1.26),0(1.33),0(1.23),0(1.09),0(1.08),0(1.13),0(1.1),0(1.04),-14(1.0),0(1.14),0(1.29),0(1.23),0(1.14),0(1.57),-2(1.33),0(1.36),0(1.23),0(1.35),0(1.17),0(1.24),0(1.25),-4(1.15),0(1.18),0(1.17),0(1.18),0(1.08),0(1.23),0(1.38),-1(1.0),-1(1.49),0(1.27),0(1.13),0(1.13),0(1.34),0(1.23),0(1.12),0(1.14),0(1.28),0(1.21),0(1.23),0(1.31),0(1.39),0(1.3),0(1.49),0(1.26),0(1.13),0(1.35),0.0,0(1.24),0(1.19),0(1.11),0(1.35),0(1.41),0(1.21),0(1.71),0(1.07),0(1.05),0(1.25),-3(0.91),0(1.12),0(1.2),0(1.3),0(1.23),0(1.26),0(1.27),0(1.28),0(1.37),0(1.45),0(1.47),0(1.29),0(1.12),0(1.14),0(1.22),0(1.48),0(1.31),0(1.23),0(1.23),0(1.33),0(1.14),0(1.3),3(1.35),0(1.35),0(1.19),0(1.09),0(1.35),-40(1.1),0(1.35),0(1.53),0(1.16),0(1.15),0(1.21),0(1.07),0(1.28),3(0.96),0(1.09),0(1.0),60(2.4)
3506,0(1.32),0(1.19),0(1.25),0(1.18),0(1.08),1(1.08),0(1.12),0(1.09),0(1.06),-14(1.02),0(1.15),0(1.21),0(1.18),0(1.11),0(1.37),-2(1.24),0(1.25),0(1.17),0(1.26),0(1.13),0(1.2),0(1.19),0(1.11),0(1.14),0(1.15),0(1.14),0(1.08),0(1.15),0(1.27),-1(1.03),-1(1.32),0(1.2),0(1.12),0(1.11),0(1.24),0(1.16),0(1.12),0(1.13),0(1.24),0(1.16),0(1.17),0(1.23),0(1.27),0(1.22),0(1.31),0(1.19),0(1.12),0(1.24),0(1.24),0.0,0(1.16),0(1.11),0(1.27),0(1.31),0(1.16),0(1.49),0(1.06),0(1.04),0(1.18),-1(0.96),0(1.11),0(1.16),0(1.22),0(1.16),0(1.18),0(1.21),0(1.21),0(1.27),0(1.32),0(1.34),0(1.23),0(1.11),0(1.09),0(1.13),0(1.36),0(1.22),0(1.18),0(1.17),0(1.24),0(1.12),0(1.21),3(1.28),0(1.26),0(1.15),0(1.07),0(1.24),-40(1.14),0(1.26),0(1.36),0(1.13),0(1.14),0(1.15),0(1.07),0(1.22),2(0.99),0(1.11),0(1.03),60(2.68)
8626,0(1.25),0(1.14),0(1.2),0(1.14),0(1.06),1(1.06),0(1.09),0(1.07),0(1.04),-14(1.01),0(1.12),0(1.17),0(1.14),0(1.08),0(1.3),-2(1.19),0(1.2),0(1.13),0(1.2),0(1.11),0(1.17),0(1.15),0(1.09),0(1.11),0(1.12),0(1.11),0(1.06),0(1.11),0(1.21),0(1.02),-1(1.26),0(1.15),0(1.1),0(1.09),0(1.19),0(1.12),0(1.09),0(1.1),0(1.19),0(1.12),0(1.13),0(1.18),0(1.21),0(1.17),0(1.26),0(1.14),0(1.09),0(1.19),0(1.19),0(1.16),0.0,0(1.08),0(1.23),0(1.25),0(1.13),0(1.4),0(1.04),0(1.02),0(1.14),-1(0.96),0(1.08),0(1.12),0(1.17),0(1.12),0(1.14),0(1.17),0(1.16),0(1.22),0(1.26),0(1.27),0(1.18),0(1.08),0(1.07),0(1.09),0(1.29),0(1.17),0(1.14),0(1.13),0(1.19),0(1.09),0(1.16),3(1.22),0(1.21),0(1.11),0(1.05),0(1.19),-40(1.12),0(1.21),0(1.3),0(1.1),0(1.11),0(1.11),0(1.05),0(1.17),2(0.97),0(1.09),0(1.02),60(2.38)
2337,0(1.12),0(1.08),0(1.12),0(1.08),0(1.06),1(1.07),0(1.1),0(1.07),0(1.05),-13(1.02),0(1.12),0(1.1),0(1.08),0(1.06),0(1.16),-2(1.1),0(1.13),0(1.06),0(1.13),0(1.11),0(1.14),0(1.09),0(1.08),0(1.1),0(1.11),0(1.07),0(1.06),0(1.06),0(1.12),0(1.03),-1(1.1),0(1.09),0(1.11),0(1.1),0(1.1),0(1.06),0(1.1),0(1.11),0(1.12),0(1.07),0(1.08),0(1.1),0(1.1),0(1.1),0(1.17),0(1.08),0(1.08),0(1.11),0(1.11),0(1.11),0(1.08),0.0,0(1.21),0(1.15),0(1.12),0(1.19),0(1.05),0(1.03),0(1.08),-1(1.02),0(1.08),0(1.09),0(1.1),0(1.05),0(1.07),0(1.11),0(1.1),0(1.14),0(1.15),0(1.15),0(1.11),0(1.08),0(1.06),4(1.04),0(1.19),0(1.1),0(1.08),0(1.07),0(1.12),0(1.1),0(1.08),0(1.18),0(1.14),0(1.07),0(1.06),0(1.12),-40(1.14),0(1.13),0(1.17),0(1.09),0(1.11),0(1.06),0(1.05),0(1.1),1(1.01),0(1.08),0(1.03),60(2.99)
7560,0(1.39),0(1.26),0(1.32),0(1.24),0(1.17),0(1.16),0(1.23),0(1.19),0(1.14),-13(1.08),0(1.24),0(1.29),0(1.25),0(1.19),0(1.48),-2(1.28),0(1.36),0(1.22),0(1.34),0(1.26),0(1.28),0(1.26),0(1.19),0(1.26),0(1.26),0(1.21),0(1.17),0(1.22),0(1.36),0(1.09),-1(1.34),0(1.26),0(1.23),0(1.22),0(1.31),0(1.23),0(1.22),0(1.23),0(1.29),0(1.23),0(1.24),0(1.3),0(1.33),0(1.29),0(1.47),0(1.26),0(1.21),0(1.34),0(1.35),0(1.27),0(1.23),0(1.21),0.0,0(1.39),0(1.28),0(1.56),0(1.14),0(1.12),0(1.26),-1(1.03),0(1.21),0(1.24),0(1.3),0(1.21),0(1.25),0(1.29),0(1.29),0(1.37),0(1.4),0(1.4),0(1.3),0(1.2),0(1.19),0(1.2),0(1.51),0(1.3),0(1.24),0(1.24),0(1.32),0(1.23),0(1.27),0(1.35),0(1.36),0(1.22),0(1.16),0(1.35),-40(1.22),0(1.35),0(1.48),0(1.22),0(1.24),0(1.21),0(1.15),0(1.29),3(1.04),0(1.18),0(1.09),60(6.78)
2638,0(1.55),0(1.31),0(1.4),0(1.29),0(1.12),0(1.11),0(1.16),0(1.13),0(1.07),-13(1.02),0(1.18),0(1.35),0(1.29),0(1.17),0(1.62),-2(1.39),0(1.41),0(1.29),0(1.41),0(1.19),-3(1.28),0(1.31),-4(1.19),0(1.21),0(1.21),0(1.23),0(1.12),0(1.27),0(1.44),0(1.04),-1(1.55),0(1.33),0(1.16),0(1.16),0(1.4),0(1.28),0(1.17),0(1.17),0(1.36),0(1.26),0(1.29),0(1.37),0(1.45),0(1.36),0(1.51),0(1.31),0(1.17),0(1.4),0(1.41),0(1.31),0(1.25),0(1.15),0(1.39),0.0,0(1.24),0(1.79),0(1.1),0(1.06),0(1.31),-3(0.94),0(1.16),0(1.25),0(1.36),0(1.28),0(1.31),0(1.33),0(1.34),0(1.42),0(1.52),0(1.55),0(1.36),0(1.16),0(1.15),0(1.26),0(1.58),0(1.37),0(1.29),0(1.28),0(1.39),0(1.18),0(1.36),3(1.42),0(1.41),0(1.24),0(1.11),0(1.39),-40(1.16),0(1.42),0(1.59),0(1.19),0(1.18),0(1.26),0(1.1),0(1.34),3(0.99),0(1.15),0(1.03),60(3.04)
7541,0(1.24),0(1.15),0(1.19),0(1.14),0(1.08),0(1.08),0(1.13),0(1.1),0(1.06),-13(1.03),0(1.15),0(1.17),0(1.14),0(1.1),0(1.31),-2(1.18),0(1.22),0(1.12),0(1.2),0(1.15),0(1.18),0(1.15),0(1.11),0(1.15),0(1.15),0(1.11),0(1.09),0(1.12),0(1.22),0(1.03),-1(1.22),0(1.15),0(1.13),0(1.13),0(1.18),0(1.12),0(1.12),0(1.14),0(1.17),0(1.12),0(1.13),0(1.18),0(1.2),0(1.17),0(1.31),0(1.14),0(1.11),0(1.2),0(1.21),0(1.16),0(1.13),0(1.12),0(1.28),0(1.24),0.0,0(1.37),0(1.07),0(1.05),0(1.14),-1(0.99),0(1.11),0(1.14),0(1.17),0(1.12),0(1.14),0(1.17),0(1.17),0(1.22),0(1.25),0(1.25),0(1.18),0(1.11),0(1.1),0(1.1),0(1.31),0(1.17),0(1.13),0(1.13),0(1.19),0(1.13),0(1.15),0(1.24),0(1.22),0(1.12),0(1.08),0(1.21),-40(1.15),0(1.21),0(1.3),0(1.13),0(1.14),0(1.11),0(1.07),0(1.16),-1(0.99),0(1.09),0(1.03),60(3.19)
2980,0(1.92),0(1.53),0(1.65),0(1.47),0(1.17),0(1.15),0(1.23),0(1.19),0(1.08),-13(1.02),0(1.23),0(1.59),0(1.49),0(1.28),0(2.05),0(1.63),0(1.68),0(1.5),0(1.68),0(1.28),-3(1.44),0(1.51),-4(1.33),0(1.33),0(1.3),0(1.37),0(1.17),0(1.49),0(1.73),-1(1.03),-1(1.93),0(1.55),0(1.21),0(1.23),0(1.68),0(1.5),0(1.23),0(1.23),0(1.56),0(1.43),0(1.49),0(1.63),0(1.77),0(1.6),0(1.84),0(1.53),0(1.25),0(1.67),0(1.71),0(1.49),0(1.4),0(1.19),0(1.56),0(1.79),0(1.37),0.0,0(1.14),0(1.1),0(1.52),-,0(1.23),0(1.4),0(1.6),0(1.5),0(1.55),0(1.54),0(1.57),0(1.69),0(1.85),0(1.9),0(1.57),0(1.23),0(1.26),0(1.49),0(1.92),0(1.62),0(1.48),0(1.47),0(1.64),0(1.26),0(1.62),3(1.67),0(1.66),0(1.39),0(1.17),0(1.66),-40(1.16),0(1.68),0(1.98),0(1.29),0(1.26),0(1.44),0(1.15),0(1.56),3(0.98),0(1.19),0(1.02),60(2.98)
7973,0(1.07),0(1.04),0(1.07),0(1.04),0(1.03),1(1.03),0(1.06),0(1.03),0(1.02),-14(1.0),0(1.08),0(1.06),0(1.04),0(1.03),0(1.11),-2(1.06),0(1.08),0(1.03),0(1.07),0(1.07),0(1.1),0(1.05),0(1.05),0(1.06),0(1.07),0(1.03),0(1.03),0(1.02),0(1.07),0(1.0),-5(1.06),0(1.05),0(1.06),0(1.05),0(1.06),0(1.03),0(1.05),0(1.07),0(1.07),0(1.04),0(1.04),0(1.06),0(1.07),0(1.06),0(1.11),0(1.04),0(1.04),0(1.07),0(1.07),0(1.06),0(1.04),0(1.05),0(1.14),0(1.1),0(1.07),0(1.14),0.0,0(1.01),0(1.04),-1(0.98),0(1.04),0(1.05),0(1.06),0(1.02),0(1.04),0(1.06),0(1.05),0(1.08),0(1.1),0(1.1),0(1.07),0(1.04),0(1.03),4(1.01),0(1.12),0(1.06),0(1.04),0(1.04),0(1.07),0(1.05),0(1.04),0(1.13),0(1.08),0(1.03),0(1.03),0(1.07),-40(1.1),0(1.08),0(1.11),0(1.05),0(1.06),0(1.03),0(1.02),0(1.06),1(0.98),0(1.04),0(1.0),60(2.41)
